param_index	reaction_id	source	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171
2519	r_2641_REV	brenda	42.464214	3.0430212	2.0477104	0.67666285	150.10442	20.606207	1.8650685	3.7848529	36.687025	13.968727	19.682498	36.894546	106.34997	59.011022	10.936709	1.870517	2.1254133	25.19836	2.4871979	0.99135939	303.76938	5.3189175	18.972876	33.649865	1101.7527	11.995252	0.34187183	60.410971	8.3088364	130.48591	34.536264	5.7815717	16.864227	3.3825027	9.2452053	10.751787	13.192636	25.766582	2.6570286	3.554106	6.5597872	7.8036803	118.39526	30.03098	7.5368335	13.634279	4.3302239	1.5476484	5.4467823	22.886567	34.99603	15.005562	1.1977434	1.0737799	10.938617	4.5883359	23.101763	3.8412916	0.76040029	0.51018407	1.9443072	18.467612	11.982782	2.142561	30.615705	0.54547629	144.86509	2.3611021	39.943546	48.098458	1.6540583	1.9887925	191.89555	15.2921	14.137387	77.471152	5.5289808	7.6223137	28.798883	2.5079051	142.15589	35.170111	4.3922391	7.667125	1.1336537	2.4493402	10.871735	979.38512	17.686257	5.3010816	0.13285816	8.2079909	13.510082	504.00214	43.399982	13.278956	8.235489	19.794215	7.8244355	17.937797	42.786812	18.403644	0.74861899	45.928783	0.42944645	10.961427	2.7010019	6.4834983	2.1037639	3.5940793	47.548816	204.73582	8.0334936	31.850045	1.8640945	7.1355617	29.739262	1.4391491	112.65638	2.1122292	14.966168	113.89322	5.3710442	8.4665733	3.6356476	0.29298451	148.2833	3.5665156	1.6159206	3.0153333	89.939335	0.46257564	0.21604996	8.4972334	38.495792	1.5360862	122.68244	2.818005	17.248263	14.543456	7.0800585	13.976514	1.0215548	3.8154341	7.1665404	26.599406	56.494636	59.866363	29.940301	1.362272	46.647299	7.7175814	1.3468818	0.46015406	2.5859114	18.745698	4.6602198	17.214453	1.3602204	16.987722	10.635208	89.642275	6.0583884	29.93806	14.918123	179.56394	1.7866733	16.257889	3.4967637	145.65597	1.6759767
2520	r_2642	brenda	4.4520126	8.1270311	10.965336	20.270855	57.885728	34.773279	34.007379	23.467574	82.550249	5.3106735	13.41246	21.45641	48.148904	3.3257005	2.9458276	4.1875046	3.3720117	114.95991	12.557014	27.75778	9.9591936	2.7775667	16.04906	129.81986	57.602373	23.22925	6.7666463	11.533618	5.4725582	56.225684	58.578435	52.244708	22.767396	4.0099946	0.92300861	3.7944187	0.46017619	74.813098	81.447194	24.671862	47.59092	47.668968	54.292344	263.79048	39.360626	52.518293	29.149022	4.3013059	46.871322	3.6193179	48.481911	42.519531	19.853411	4.2438265	2.5851934	189.06418	6.8418345	11.432477	89.069806	7.0075117	1.9476914	13.422867	462.97928	4.7736209	16.504962	38.979203	41.296664	91.812217	4.5491982	19.636094	2.5484486	15.622234	2.6775312	4.7056367	6.9053819	57.729177	5.4189123	247.15274	27.83889	3.6238576	1.6027126	27.195484	18.777831	4.5678486	125.75601	128.38711	18.300696	25.904941	40.677238	3.8475638	1.778851	25.995135	1.5166739	6.444538	12.20575	18.696774	77.477172	30.537446	82.44911	4.0246962	58.963889	8.935987	1.8763907	6.2713112	3.4425604	23.999381	4.0291498	49.309602	11.792646	83.79795	1.677029	46.644832	1.384857	1.6659121	82.888611	6.198845	345.34377	13.875591	12.504391	2.0585968	12.191335	15.442271	20.1158	35.509866	131.19493	8.9281978	64.528968	17.014492	1.4744161	16.52983	56.372227	13.947018	0.9076566	3.757904	4.6943128	1.0464851	19.020872	19.400638	22.699229	7.1007347	27.803235	56.640022	3.5616835	4.411628	2.620028	3.9399125	1.723882	6.676064	432.3415	13.500262	68.006993	3.5107301	34.851141	6.364277	11.060213	2.8344129	93.800829	0.94045953	6.3361365	2.498834	0.01	47.855274	3.1116355	26.095367	298.98697	2.1935083	5.8936273	309.17241	5.178173	0.80092813	31.152612
2521	r_2642_REV	brenda	265.62236	325.88624	132.7433	61.022269	63.064676	4.3698643	6.8429175	220.83276	39.709935	11.844809	196.64865	1.9937805	65.00102	1.3126818	97.545992	26.439369	134.9952	121.54377	116.5077	70.367402	160.7445	46.386229	58.306246	86.427229	2.7985226	81.259186	1883.7583	22.727234	4.0994852	54.43151	14.021037	335.81187	48.255019	72.149053	65.046601	58.386282	35.656705	0.24403151	1.0320449	53.184328	7.972848	443.12173	142.13189	8.036551	5.2870904	109.0277	38.889363	259.55876	30.766965	20.798938	104.17495	491.86161	387.17192	209.1775	30.319937	18.85044	18.163526	1.8136842	51.164659	169.97489	286.02919	186.24818	13.838805	4.3316625	11.029461	2.6589501	67.011738	0.94525086	9.342394	59.967727	29.127664	171.87907	19.274446	17.686851	185.21722	13.234213	17.069892	3.8780173	5.2027866	30.330471	2.9065084	233.53364	439.94739	15.386125	188.31576	8.7457552	28.361069	4.7971459	273.41301	45.003548	273.04853	114.87225	15.787197	7.4480367	108.50033	234.21428	173.1401	1.7176581	71.858595	39.589414	28.476746	9.6941547	165.99377	6.5405895	207.13501	717.71533	48.841081	23.105219	17.540805	745.02257	29.816432	142.67645	47.541375	8.0258736	2.3622467	32.148294	0.51535783	11.051978	38.832507	242.43443	55.688572	4.7892163	2.5529908	10.025417	19.435846	7429.6402	3.8666659	53.827578	56.395004	15.239835	113.16981	194.02694	379.30679	312.66632	21.262663	206.61188	4.8880968	63.964814	9.9209577	31.441596	7.4663926	320.38964	135.39904	202.37862	14.320442	57.577629	5.3394107	22.545213	24.716588	63.831298	19.686382	38.590776	6.2704487	11.824702	25.341106	230.41782	8.0748007	24.499788	58.629457	2.1592412	42.996747	7.9808171	28.695916	1.8584094	45.479159	0.76543622	35.401134	0.85162171	14.377319	5.8642539	12.854002
2522	r_2643	brenda	2.5630733	2675.6074	0.22056044	0.10181646	105.90507	19.138703	556.83133	538.52591	968.21126	0.01777132	5125.2929	197.30548	572.01717	37.86568	3.3664574	55.260368	50.064257	10000	15.766051	0.14402325	143.81335	36.008866	44.84947	2043.776	2.1908357	35.484772	0.69392382	221.5188	4.9829522	989.93849	0.63141091	2.8841703	0.19207391	2.4849241	13.861228	0.074455445	7.9499408	6.8130248	62.753975	0.024185736	143.23398	1.7882653	1723.9185	0.11858713	25.039791	2.2994879	0.16710122	0.39589043	32.268213	0.48109	116.72407	16.984206	0.18265536	14.258133	5.6178788	89.141285	323.63829	176.57678	0.43130711	0.30914639	1.0174128	1237.2895	6.7728057	45.149742	1.763314	8.1137103	621.21791	8.2436273	8.4745936	252.49581	85.660332	92.176593	48.97137	46.695942	12.231391	107.61774	28.57102	43.788276	2.8783927	121.06259	26.637527	30.143568	5.2822618	3.2837582	0.1874033	40.076464	13.732875	1.1802279	0.05319607	0.05082484	0.087982315	616.54042	92.830433	1.9040346	10000	49.191837	101.51686	0.33299207	60.353148	29.505951	117.67376	3.8821477	0.1470941	18.057183	0.14973012	403.86621	0.5424317	57.407363	3.6128658	1.0192329	7.5212607	263.59512	14.2015	4.162241	0.040893762	3.7104769	11.803452	7.9646039	12.515003	31.567329	1.4480446	1.6919214	42.518658	443.18027	53.185397	10000	31.894613	18.021975	1.0310883	17.2211	931.42038	0.25522419	0.47032688	223.60308	103.39718	0.075149592	26.669512	72.840747	259.53401	91.127193	12.911657	10000	13.191452	133.81223	978.51016	497.2745	19.641286	3.7341522	4070.7232	2.6076714	302.38108	157.28434	28.100044	2.0416568	2.409333	6.9881678	14.556455	3.4607308	10.24015	16.510506	63.504448	11.91153	0.46658368	0.051651933	5298.7056	2.7418163	3.3490839	20.968385	1194.6619	35.783916	18.200715
2523	r_2643_REV	brenda	101.64368	16.322166	2.6447716	13.714851	43.481971	125.50802	1.1507613	0.14064247	44.63218	59.439781	1.2841181	0.91813743	15.325364	2.1434869	18.632391	1.678228	1.7397602	13.019948	2.6504216	18.901939	8.5639493	26.356147	12.324475	22.993228	69.424747	15.521052	1.6210765	15.555519	21.188075	14.191734	2.7026865	24.484231	1.1988055	21.283027	35.966621	52.44682	65.944158	17.756969	0.065993046	80.006916	1.8871796	2.6397046	34.708599	2.5321392	4.6649464	47.592859	45.001749	10.752784	37.394538	23.701782	16.821321	24.629848	4.0947186	4.2508496	20.959198	0.10137507	13.059279	0.37213678	30.050534	2.5713505	72.274967	43.050677	0.17269918	1.9712892	11.558057	0.21618017	5.5370179	0.034682769	2.7853132	11.690137	2.2181284	10.846633	1.4113345	13.580076	3.0752429	6.7744824	38.154496	1.3663645	2.0237004	43.168096	5.6265093	53.907583	2.918647	12.224024	3.4320845	3.2002809	4.6377968	97.248424	520.66796	243.66777	48.499331	0.23347493	17.311289	60.202615	1.9328017	109.36082	0.38605525	2.6566189	1.1223115	1.2013287	33.323184	7.4155255	12.669925	3.1136915	25.854715	0.049871332	10.488856	11.226208	14.641461	8.636565	3.0555997	13.667025	16.27078	15.241748	3.2520971	33.854669	10.34424	1.1816011	891.46602	6.9120568	1.7809286	12.810854	1.9138548	39.786538	1.6123987	29.863141	25.704595	1.8520223	0.16313414	3.1695353	16.879643	18.645603	2.3884646	18.06201	19.146815	8.8209757	7.3306292	2.7108354	0.89910512	14.989759	7.7709574	31.586441	2.8333637	21.510469	10.886005	19.312544	153.35936	6.6277491	110.79972	0.54083983	9.3353072	9.6505059	2.0730447	24.667483	68.567583	50.129966	8.5907971	36.890021	0.20565463	3.4309326	6.8432175	9.778174	1.8397175	0.70490161	9.3327549	10.631327	39.933083	0.96795187	8.4660597	23.601466	2.4542899
2524	r_2644	brenda	11.698932	1.1445785	0.79755686	3.2321627	3.5271445	98.673716	37.191727	3.1514106	1.3274456	7.199093	18.717781	11.569006	5.3779037	10.639041	3.8736681	13.764206	15.92746	0.42962784	32.107174	4.4586928	5.1619037	2.8041463	46.884849	1.4406753	2.3523923	2.6594108	5.3264396	3.797123	0.073412785	0.097490956	204.98962	21.980377	6.5593866	11.837821	6.0901411	120.25097	9.095762	574.34329	16.30557	59.322291	17.110614	5.4719992	0.23669449	2143.0852	4.4927054	12.491541	11.346454	15.126132	7.7189094	136.745	0.38569744	7.5825939	5.3173574	6.4373559	3.5373868	2.5334004	67.607145	25.89923	19.71586	5.1093393	60.338091	0.77063981	0.49507967	8.5972897	134.59864	15.550964	0.14006982	27.176456	14.882236	4.9763683	41.922016	1.306967	36.866843	4.6079217	50.221957	7.6800353	1.4898433	147.47718	254.67327	1.9392376	16.646728	9.2405797	6.9366879	11.0963	7.6534072	36.212645	12.513402	5.6658141	39.417695	1136.6256	39.665515	2.7816076	3.4353857	3.682251	16.046374	1.3895946	3.8558054	33.229844	24.024198	28.484114	0.24372254	76.382787	38.807745	18.027707	16.7894	1.011835	11.71523	208.5115	33.457853	24.099612	11.55139	1.4125598	4.1305934	6.6437925	484.99695	12.400327	873.48966	6.0333306	1.8663454	15.577187	1.0408048	82.112358	17.081634	0.029536433	26.892316	0.091600231	6.6668234	2.6311746	1.3946799	8.2758235	1.1781121	11.323687	55.278788	5.5087589	6.3892411	23.312772	20.40494	5.2981644	6.3163831	10.284788	5.1770324	0.78730984	8.7948386	12.198107	1.862909	57.941848	1.1859573	35.812796	0.36431999	1.4524399	0.076474772	3.7307663	5.4998001	236.35121	5.9638065	15.237619	12.643683	1.4383746	4.4608208	4.4137772	7.5368878	49.084884	34.14435	58.142854	3.042271	5.8113679	9.21975	199.29803	7.9757804	25.255577	14.186286
2525	r_2644_REV	brenda	69.912653	0.52382933	5857.7261	2232.7116	7.0369858	523.48233	4.8671679	1.6797237	14.446115	0.20688384	11.420606	4.0714417	26.876471	2.8599918	185.72385	8.6018384	3.1267935	6.2742952	1.6425622	9.7698018	21.896665	138.12725	3.8170081	3.1135236	3.7771079	12.213883	344.11984	65.420607	2.2653561	5.9394412	5.7587269	42.815374	6.5535309	2.0501646	11.004233	0.34828569	7.1437375	0.45809075	11.4372	1.1735313	2.0278691	42.725932	9.3043688	32.504405	46.670526	98.569829	0.23561526	361.74408	2.0165808	4631.3726	2.7907809	48.611372	110.15167	0.9778034	416.92451	0.59655317	121.70208	3.0531461	109.67441	4273.6955	279.80314	2.3994337	0.13646051	5.4188594	183.54612	38.425965	6.5106848	7.951782	322.31964	6.003422	32.853489	2.6273415	639.16451	67.183537	4.9977112	3.9623577	293.39331	0.97768637	0.1095313	2.9099958	568.79473	1.8903896	185.45145	8.0168491	10000	1.5837625	9.711812	2.7729673	4.1931666	8504.8666	97.11936	5.2467067	0.63437182	13.222148	3.1876818	47.149318	24.43316	0.39069226	4.5518031	441.41851	1.162907	227.68995	161.91934	31.165651	8.0786849	5.5612869	226.8469	77.701874	240.40336	273.58361	22.825143	13.728099	37.287088	1.3853151	259.08786	11.560186	0.49433309	12.325605	109.1905	5.5674038	8.3582315	79.030629	24.537316	2.6081286	1.5573622	0.3592469	5.4912349	14.469184	126.4815	51.966217	2.5374893	37.959957	272.70278	75.355676	3.8115593	392.63506	0.47666789	2.2164531	1.6483035	8.5783055	13.395538	3.8092209	1.1112932	144.41178	19.779056	74.264698	1.2944795	98.131623	25.325648	26.20939	2.6304861	42.672415	2.6487185	220.91953	5.4521933	113.65054	5.8015349	1.3042693	1679.3592	293.9555	892.39818	5.7775439	635.47237	0.32330148	1.9687333	1.1205153	27.371225	29.086326	0.60967202	0.4545346	7.2650962
2526	r_2645	brenda	234.19719	1.0368316	2.1512278	1.062106	99.732694	1.4800803	28.811997	64.532193	490.011	87.796098	151.98969	215.67192	172.44811	26.213388	61.41869	130.96621	117.73992	381.28518	4.9143888	4.1245897	54.974093	100.87858	1.2765258	75.535291	8.4956398	44.666449	17.229073	322.71755	4.4207882	6.1494539	4.0119715	135.87812	5.6326951	6.1418946	328.456	2.060681	865.45372	0.78541125	92.864984	34.808656	22.640079	20.413847	17.895957	6.9616204	17.340537	22.092127	47.672094	10.805808	41.956475	0.54697462	57.574642	29.289095	11.641129	16.684448	199.89968	58.938693	101.42144	280.74456	0.82163618	11.705692	12.115199	7.6644699	32.17324	339.49601	7.6707929	69.598135	4.3132236	64.367209	94.303803	368.30116	50.392145	123.45053	184.69021	82.292919	22.077254	524.95807	127.43304	156.87507	236.22009	181.54347	12.770229	2.6302221	26.926555	105.78115	6.4655702	14.807748	9.6365731	8.1250777	10.2527	1.4456725	15.595894	89.984864	119.2592	5.3314178	95.956063	11.145444	7.3709518	224.68756	18.494833	95.434116	23.678589	3.7533653	39.883608	6.1119194	23.732089	103.33332	5.6738356	0.018112093	36.891399	299.50778	20.05696	88.760676	52.273362	124.69179	21.376885	286.50821	22.53704	35.853748	1.3614854	114.99744	147.1273	2.1601373	20.271634	14.981405	33.43116	1.1560032	3.622991	58.691858	80.548131	96.762209	103.26147	5.4270347	0.77029915	33.635025	354.63072	5.2409379	2.9295773	247.69647	17.79495	80.036138	85.4487	725.00753	18.779348	68.586497	10.095384	117.91069	232.33098	4.5091141	146.78639	136.73075	11.21606	249.41018	161.27885	32.592184	10.780629	796.15825	33.707382	440.43927	605.13172	73.039844	4.1675216	5.560798	1.1071011	417.74785	48.896381	3.4204231	22.901865	20.906494	95.923484	30.411157	166.61933
2527	r_2645_REV	brenda	95.78348	5.7559952	26.374902	14.531137	6.2245251	24.319478	7.4834671	22.486176	16.388416	2.6322328	33.623273	7.1036842	131.72176	20.030301	4.9199481	5.1388165	8.4927596	5.1161139	2.7589768	18.36173	8.0705898	5.4554859	34.582796	5.6747821	25.05825	82.912499	8.4038416	28.905184	52.137846	12.303702	9.2877805	15.550637	9.6370579	19.031004	78.545138	13.244618	58.477421	10.93364	1.4890482	10.083047	3.1275471	15.740808	19.538015	10.37874	5.7489747	18.164482	7.7951992	15.627324	2.8632013	2.0430823	20.41489	34.542022	11.516299	51.464454	6.9549565	29.202373	34.643507	2.8230739	4.71405	25.690649	33.953892	5.0968212	45.306522	2.694865	4.04032	3.4330325	27.920807	0.85376056	29.705192	19.618074	4.4078709	3.2089755	39.76303	164.33603	2.675345	14.057195	96.186	4.1132163	3.0251277	1.0426681	20.715912	13.938483	40.802472	78.012924	13.171578	1.5593353	4.05548	9.5369877	6.1123977	0.84190891	14.127447	17.055042	3.2231914	7.2750719	61.330707	14.933281	21.790283	5.2944333	2.1102006	8.0586514	10.824538	5.6971037	31.810358	5.7615025	5.1467658	19.432693	37.040719	7.3941831	9.9116729	12.679283	5.0040728	18.376373	99.836745	8.8418281	4.9959778	65.194212	13.403551	9.8152891	11.047853	14.702235	30.551517	6.5854523	9.7012418	10.696535	2.9888264	4.9601308	14.788521	10.424884	20.233524	5.253647	14.499495	10.573636	119.86305	9.3898173	14.136226	66.629316	40.157702	16.990585	5.5231467	41.895598	43.77884	2.3423486	48.732202	7.6436615	1.4181309	41.099723	18.172699	7.3071386	4.7044801	13.480583	7.5811003	3.6448828	2.3833089	5.8016786	146.34503	43.355356	35.327888	8.8669897	16.062289	41.73664	164.02194	10.374508	4.8269468	3.372068	3.1067183	6.7411382	55.939059	6.0960739	21.027487	9.800046	2.4767393
2528	r_2646	brenda	1.2792414	7.6033895	0.90437725	0.86057641	4.8208832	40.429062	35.236656	40.27018	11.897769	11.030986	19.396773	10.242946	1.7390308	27.857292	0.20050941	500.55457	218.99052	10000	544.81268	32.490226	62.688846	0.98193958	0.47131194	1174.0179	52.172404	0.72962344	9.3786106	0.29986829	24.792411	96.273342	37.615789	5.3725669	208.01833	3.298801	0.39320029	14.968249	0.01	1.4294276	10000	44.338254	26.31558	112.1488	188.64114	28.104875	2892.8143	2.7330042	9.758464	2.9807352	12.977527	14.442191	64.453441	2.9502836	6.5006477	7.3312377	0.36476853	30.341498	2.3528297	398.24641	38.271006	1.7091153	2.8864777	37.62942	76.879286	345.52413	10.26291	10000	665.33419	1259.1936	9.2667236	13.209991	2639.6646	14.502981	5.9370678	0.57948688	148.88803	46.787872	0.1355906	46.766142	374.20307	894.04484	0.65857399	0.49149373	62.755802	0.20020141	0.13001094	39.884857	428.89463	28.624315	19.755236	3.303759	4.837816	28.484098	280.48511	17.915548	2.0217876	80.618926	5.6272811	177.50657	23.899683	10.67309	201.59213	27.3965	0.12238045	64.105748	4.931705	64.198845	2.2750018	132.53933	12.135042	4.2439917	71.338666	89.136815	0.72107265	167.31169	64.680565	0.67737456	2.5387139	179.92732	7.5307362	405.5449	351.00504	93.788125	664.56846	87.541267	22.189574	10.08587	5.0691603	221.3035	116.34886	591.08884	187.45345	5.7546122	0.045857728	38.70426	17.859222	0.093185133	6.4609589	2574.6873	16.236188	5.886607	54.812149	7331.7395	9.5636038	135.59499	7.0218609	1.3844813	749.98833	19.978091	10000	195.68413	128.63562	60.845782	2099.6842	18.443574	3.9007722	0.64541087	66.884081	708.75208	244.66812	33.877496	6.1011724	0.38107411	39.72977	39.308499	10000	3.8094972	6.8175485	6.6174758	30.072026	928.878	1774.8044
2529	r_2646_REV	brenda	27.790174	0.77748571	0.64507568	2.8430624	605.30374	13.214687	22.459438	153.9263	625.55715	90.529189	30.895198	12.977128	262.00217	2.8410997	1.4988335	9.8250782	51.056939	1.1408884	262.78375	0.96989861	0.018851852	7.2881372	6.6923456	0.60023229	58.495286	1.8936327	2.7325737	3145.5846	0.90709849	4.2048684	50.288509	1.8470714	87.112431	5.5542371	40.7706	19.712162	52.548108	1.3962169	106.66522	5.9312562	45.046145	1.1763372	7.0542491	39.080026	201.76204	1.636716	16.242507	0.92439176	6.298421	9.1574628	15.96073	1.6748426	0.87539673	1.5523569	2.5918456	23.385552	64.779017	21.130179	1.3667096	0.59145004	0.72095302	0.36032009	7.5733987	36.258425	2.5054273	31.507725	0.13492019	815.22761	3.9058365	1613.8526	3.8620482	7.8283425	0.47418796	22.041109	59.661286	2.8121739	3.0680285	60.090058	3.5056595	45.773948	1.6337586	12.592269	1.1130539	13.527912	0.12110657	57.467485	39.916678	33.616795	21.912283	9.7754386	0.55336968	43.791216	266.09725	122.40833	66.463905	0.492943	73.694344	11.12102	9.9415997	0.026100958	7.2193173	3.9307288	0.29790735	0.98657152	0.57524013	23.728186	1.118512	28.273996	71.398911	4.7265871	0.49459174	0.11786671	3.241121	4.3910507	135.43786	9.4142671	0.85008744	85.462478	0.44999171	38.385706	1000.2335	9.7683247	144.85751	89.795146	467.04372	0.99839888	10.59288	395.89399	3.8817099	14.086651	0.45022819	0.42545074	0.46686081	1.4611031	355.21787	0.56648044	9.3808314	15.81011	12.03908	109.11209	41.283235	0.51119797	1.7534711	1.9776918	23.593209	22.203189	4.7858127	3.0348597	0.71856301	8.5816121	17.422447	1.7899948	89.994325	375.8516	0.43625804	7.1759243	65.574374	1.6948091	24.130849	17.499698	132.89424	5.0475285	1.09283	10.236918	0.033014467	0.85925005	0.54062589	166.65402	10.463299	2.3250642	46.507753
2530	r_2647	brenda	8.5817316	9.5860094	51.344083	11.166626	57.766415	0.66029732	2.3955654	97.974572	362.68087	6.5210688	99.961174	17.397569	26.804083	12.255099	80.886407	2151.5008	1249.1932	5.2794421	563.66558	1419.4306	0.024679422	46.652882	225.99183	2.7843474	1.0418532	200.46767	1257.9851	16.533725	43.092753	0.53614741	149.73658	95.98302	7580.8393	113.57212	207.01606	32.82215	1336.9633	6.5009109	2169.4847	6.2115435	8.1545323	884.53855	0.13912256	279.00301	225.17917	121.56474	6.3603082	298.16884	21.058422	2.5098569	4.9294382	81.578556	3696.1771	46.444192	55.453278	17.789712	36.456425	1808.8856	541.12958	2.591242	29.939601	27.820556	13.373963	1870.5024	5.5033612	1778.3556	0.57006225	730.73626	1.8562752	42.286461	10000	2.5535735	44.521022	30.551923	147.57214	101.68101	22.09612	3.6318129	5.7760253	3.730176	11.109293	8081.3569	381.17183	172.83638	18.29334	1.2459575	268.38561	3.3059194	3.43186	10.894801	305.38376	242.86908	0.70229292	1.2726723	198.65625	7.7322328	196.22276	52.356006	28.788811	6.3470334	2.2570851	5.783285	27.808896	5.6256717	246.35891	371.89756	44.287815	14.459468	120.97471	78.776894	2.8997165	0.13778249	43.631219	35.944731	4.7491317	85.064366	4.847976	653.36426	24.763088	413.11075	1125.1638	48.738478	52.366724	81.113118	15.021538	10.155469	50.884126	846.49761	5744.9306	36.564305	0.55909949	388.37436	11.69988	26.200862	20.725797	12.421403	67.85339	2875.38	5.8613758	20.043001	45.290742	2.059537	18.251755	1.6925114	3.4924157	42.865191	8.1147502	11.293559	6.9776357	834.38894	0.90339183	7.4281232	5513.4361	85.457696	47.064978	8.496617	17.311403	106.5394	1415.2524	0.32319149	7.3362846	5.0532989	1.6479708	141.59363	4.2380211	682.4643	159.51417	1.1532635	15.54501	18.67012	1160.2615
2531	r_2647_REV	brenda	0.57100891	4.2958991	1.7415065	1.9648821	12.60369	1.6435219	2.7517255	40.061628	8.620316	42.007164	6.45496	5.5450613	6.7521867	4.2933482	1.848176	245.84217	227.84683	15.759912	9.6835128	19.887438	4.7406112	3.8510646	0.74634984	2.4640019	28.496906	0.32443757	0.92866061	7.6063076	7.1880947	15.250676	18.268024	0.94996385	150.13518	0.9317908	0.75050918	182.71497	0.99797149	4.0369677	30.628092	194.96614	4.3280474	3.9328722	16.646573	41.315974	23.478914	0.15202738	27.632645	1.328966	4.8672498	1.8199433	13.499587	0.61380729	2.6686955	7.8325471	10.510387	25.069131	3.5627598	88.384152	4.5417768	1.0458358	5.701958	4.9431872	25.788654	469.03487	1.2414782	53.147856	30.896664	71.968942	0.68989631	14.943107	556.67294	129.11663	1.2184642	0.38728167	63.189742	19.677479	0.31599922	1.3502102	27.304292	5.6482361	1.3352949	0.97975722	0.83813084	0.35592509	2.3871689	1.8620216	25.874948	4.5610901	44.13294	2.243794	0.3539187	17.893845	3.0575852	11.573369	12.275376	5.2222649	46.463433	82.271616	6.9711751	0.44129316	8.6092695	8.1366706	6.6637494	9.8265346	0.67138381	12.066077	1.5947457	14.808323	6.6288456	1.6463067	120.23975	18.184395	0.33451069	32.416041	171.94292	0.79490322	10.463669	33.139934	11.39982	206.68768	61.468386	11.87513	3.6767016	21.402124	8.3293936	7.8689738	9.1345523	34.263767	16.198149	5.1651968	7.7245424	0.6607797	2.9494674	9.4514228	8.1668493	3.3397004	11.52628	469.54883	11.436003	4.4464764	9.9076696	35.527803	6.2634475	5.783797	22.471814	7.3996348	61.490239	48.934963	49.941581	42.039836	44.918313	84.105816	25.82018	10.482328	1.4872856	0.71185503	5.4498904	68.952841	20.44088	0.92536222	18.014937	18.761088	0.50718938	134.4025	4.0834073	12.761248	1.3512109	0.35659008	4.2342125	12.143443	30.698501
2532	r_2648	brenda	105.36459	83.626513	4.5763717	4.2087755	42.732345	24.969302	12.072266	71.285108	18.624831	1.9358916	38.516529	7.3650137	8.891056	17.936362	3.8490183	208.13672	628.97325	42.107712	632.6555	17.61739	118.37313	27.354953	13.215971	126.38369	1.463368	110.64061	51.990581	6.6843799	51.60806	54.935178	57.238237	38.065346	191.54424	42.607651	8.3260434	5.5857739	13.57463	0.50808476	167.99176	3.8528236	20.605538	44.062998	70.599105	194.81931	24.618039	36.683994	3.2084481	98.705727	4.9937488	34.655007	79.802853	21.899595	65.492625	32.09237	18.286257	83.44813	3.4054586	192.98358	1.5825579	4.3373015	30.251458	91.144561	36.461782	50.683998	20.93209	167.5138	185.93849	63.561558	102.68103	15.994283	203.93202	45.36325	48.233102	13.784948	159.42263	186.70854	23.854731	116.94636	3.6294489	80.980398	993.60113	43.684436	97.009581	6.1031344	7.2904046	6.3398233	205.72717	2.3381318	8.0486502	64.2109	46.332994	29.467042	80.130706	13.300966	35.76529	1.2834715	20.242505	2.7251587	12.314013	225.62765	56.848145	18.276188	4.9239807	66.504611	28.730226	37.168522	26.639217	37.171503	20.932831	48.54305	20.321294	207.04849	20.232235	75.005461	37.445185	4.5482105	3.5797317	57.496795	0.53784777	1324.5371	12.35285	43.94205	280.28315	61.362931	51.699883	42.814094	0.83770204	32.382616	555.34157	177.69421	218.82767	24.239854	13.795771	2.7101604	7.7157541	9.0873281	5.9275852	50.097049	14.314064	9.2943252	72.110199	19.493014	21.324171	2.104678	13.641955	17.641485	74.631201	7.8733447	46.186875	298.37655	66.704266	73.269143	130.53967	8.0464321	31.514977	34.802888	67.185961	69.149032	50.695542	58.434569	22.998858	2.4360874	51.457795	3.4100831	330.38452	7.0987203	27.161729	228.48892	50.508602	29.261262	255.01961
