param_index	reaction_id	source	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171
11	r_0005_EXP_1	brenda	0.67106033	64.07483	0.52378441	2.2593578	318.11479	292.09717	127.09546	94.750694	86.165604	0.3071462	199.72294	276.11797	1.6826812	161.06893	4.9799111	1127.9773	287.87323	178.29884	1234.8634	3.5025549	110.27764	53.210359	9.0974378	71.084526	0.34125257	4.2800984	0.46266836	9.4579381	2.7523959	227.1767	50.783631	1.8497546	46.242985	1.4463604	0.19402388	1.0984566	0.12056177	2.4802238	1080.2539	1.5077825	103.28728	0.50057471	123.45481	16.389335	105.6919	1.7440369	0.61981979	0.21579465	166.92914	9.7713507	13.094848	6.6488581	1.3094603	0.22260382	14.682205	241.06577	166.72565	210.00471	1.8768906	0.48448979	2.967294	18.719231	1428.7289	186.3091	23.269069	5230.8397	235.26296	233.98436	9.6722361	194.18399	94.099462	96.156903	12.35566	2.0269209	39.320809	6.7753431	10.316718	45.950838	7.3266068	4.6546228	19.310676	2.302215	7.4044401	1.3659681	1.4732246	12.782455	105.75169	1.9304764	0.040641618	3.9138825	0.14228917	106.51967	37.321875	19.492978	482.25285	77.638883	91.654763	4.815654	10.045939	15.292034	77.617088	32.78021	5.3453198	23.290657	4.4668781	83.658086	5.9767378	42.341319	6.2590642	24.747221	10.075389	196.22792	1.4850335	160.34624	8.8044806	0.075583126	0.18415015	71.029169	346.69756	78.770033	27.14395	17.592697	3.337723	1005.0046	37.304592	15.917643	2.9099505	56.954575	173.2784	3.2259687	111.39539	0.7108146	0.2465536	5.7005339	46.470533	1.4870551	22.128135	78.377522	179.13459	51.870845	3.275471	239.23655	0.091499162	16.383117	0.17437982	36.078283	89.078587	28.51933	187.47492	254.35821	106.27393	9.9134966	10000	1.1229032	13.579554	0.19179505	5.7797356	39.035001	23.078399	4.4710167	129.47785	7.4027574	3.7791495	1.1023519	26.266696	2.211101	2.29144	56.898389	3.6544861	689.46965	7313.8184
12	r_0005_EXP_2	brenda	6.0089886	80.659357	7.277317	4.254172	97.262908	7.6821884	12.603696	854.11872	90.340164	26.927925	109.27275	0.25313237	1.5232164	0.072255474	7.4998472	14.465892	103.54614	161.28479	128.57898	0.49125953	10000	1.6598342	45.490037	259.28186	26.580828	0.22034542	0.15031067	45.736325	4.0676021	31.49953	1.4152901	0.011031678	108.85599	1.1601585	0.18965317	34.522686	1.5668621	71.093562	6.9106355	49.235756	3.3419731	0.54561944	5.5247525	0.076658323	367.24363	0.013872155	48.139935	4.4863629	10.949091	32.02382	96.339592	0.37384977	0.30545076	2.4182103	4.2863023	802.14081	34.15044	3.186197	69.227536	75.746479	1.956441	179.85142	322.48486	3.2160888	9.98031	1.2659638	96.104459	2.0469963	13.569393	40.042998	11.617304	9.3759376	20.921256	0.73058589	73.518625	1.585181	2.0169748	7.4063328	772.88985	85.477673	40.178977	71.16545	0.93785872	1.6570674	0.072466572	2.3902723	137.22742	13.4416	13.641613	201.13318	0.12241965	147.78113	79.008386	55.753161	34.725617	0.59032641	10000	158.95812	2.6199285	5.5371167	194.81841	3.4971332	0.2485571	0.79516096	0.3042289	46.012433	4.5168547	10.568284	44.253708	0.094543506	2.1969887	3248.915	0.79080105	11.996768	81.268057	1.8586686	16.235733	52.868001	2.3587851	38.569273	511.22901	2.252502	41.895691	95.832074	6.2223454	113.82825	6.1047929	45.073741	323.04016	23.552861	369.94916	0.95493711	1.5483389	2.4230454	26.612324	0.46065743	7.2368266	3.3302599	2.3003383	35.909047	3.0281552	232.73957	0.21870858	4.4266506	19.619897	146.14209	1.3520322	1.5794398	136.69929	25.043811	91.488746	2.3077728	3.6579148	32.148647	0.23784864	196.70712	3.2487678	2.2378893	17.837208	2.9792736	16.958563	93.834008	8.9094089	407.19311	5205.5016	10.366992	3.1399827	4.3314385	117.89771	3.567738	1.7426205
13	r_0005_EXP_3	brenda	26.725652	557.59296	55.068141	30.60939	12.387945	40.129817	18.126739	2.1850516	57.54862	35.089188	20.487639	16.892387	66.090045	49.329668	70.725164	30.742281	72.798283	34.882684	19.623589	51.472732	153.27114	144.91229	8.5060232	124.63458	1.3248533	177.29729	8.5824112	7.5512104	0.72560937	59.040767	45.9858	839.70655	142.49579	38.545521	8.3603209	50.15827	10.071968	4941.6682	856.86058	85.517358	14.517093	112.1691	20.549903	12.59691	24.821515	705.69943	25.601799	84.746526	33.922824	1475.2728	39.006461	119.34781	28.248654	29.377553	137.62938	4.2975219	23.189661	23.271828	91.558812	280.77208	282.54677	387.46395	10.830357	49.498569	113.04209	357.1903	115.18345	1290.863	3.615378	35.187461	10.025978	378.50449	3.874054	3.7683695	52.505226	90.729066	16.748347	31.002687	90.988173	2.5106323	4.5198661	6.9416391	30.530223	21.343065	15.734015	32.002196	43.057596	6.5896627	77.264419	301.03104	15.712285	7.35458	8.6577562	52.972943	11.339896	63.50888	2.5647672	654.50127	7.1828877	5.9860192	46.851971	59.335276	57.419493	94.243708	26.030793	11.321588	16.14983	113.31787	0.85661325	1310.424	9.6364298	83.026371	13.731363	43.194993	51.123348	8.2026193	746.47109	11.065778	77.262084	141.64605	23.212249	30.438591	113.60581	39.508436	16.973497	374.5052	88.719046	11.570999	26.438783	201.00841	159.60305	22.163886	11.722697	108.90923	27.809884	38.18266	1.6552685	159.57952	20.062335	31.35726	12.872965	78.151174	35.683249	153.50905	7.4916297	3.2912152	40.641081	151.8298	41.322266	65.455858	83.438336	74.335961	115.5859	5.2078655	60.454598	27.018886	1.5991516	74.764623	4.0898928	0.97376478	40.230223	527.37485	1567	625.21521	43.339957	39.063741	61.664909	133.75043	99.380572	19.047156	136.88611
14	r_0006_EXP_1	OpenKineticsPredictor	283.99705	0.39104037	16.441718	12.783877	0.74850713	343.55537	1358.4523	0.037123518	1.2796996	0.75115651	0.40237911	11.406331	2.2994351	19.765696	454.51088	2.0355721	0.33746831	0.054731928	0.037809693	66.977591	46.265512	2994.8674	26.846908	1.8500258	9.6530862	3.725997	0.68356103	2.7416313	7304.6304	0.059710995	181.99098	1.2508912	4.0085098	60.08554	1421.283	0.90607903	2283.1887	5.9241096	33.498094	3.4220437	132.59484	9.0210638	0.061549192	497.0052	0.31421873	0.29523284	1.6948335	13.580536	5704.7527	21.666852	2.8147976	10.381044	7.1132416	204.6454	311.31374	0.032467142	10.034845	2.5394417	80.206561	234.45064	83.41807	0.16547339	0.032168341	3.9679123	94.454894	39.639905	0.37336803	158.70923	2.4454656	7.0856428	0.38953156	0.94867195	1.0238742	724.0258	1.2480647	34.822615	1654.7799	37.166911	0.069886117	5.1408906	158.93459	9.9645138	717.71296	3664.1909	0.025574649	270.49104	0.3088593	0.41003958	0.81921591	3.6797777	98.62775	0.14191217	2.1166855	1.5604743	0.28335288	29.304834	0.01	0.19864868	789.20682	1083.9983	1.2460181	94.569887	3.2284224	2077.7314	48.487145	0.11955133	3.6455517	23.278228	93.439842	19.939328	831.4343	19.087689	218.46075	31.403052	41.757611	3142.4616	0.10061222	0.76646318	7.587496	0.4619638	0.92068329	154.18451	1.2912944	7.2915986	579.27084	2.5578229	1711.6432	1.5179533	0.1153013	0.95360878	1.232883	19.530272	0.43394835	13.920149	8.6616868	2.4589512	180.1354	5.7384147	32.183475	25.292659	12.142915	0.027760674	15.186499	6.6789069	78.653929	2.9116308	24.885614	223.63661	0.01	1.8692284	0.14393005	0.35495199	26.367221	54.825424	263.56621	8.4079522	18.148705	7.4341678	10.614014	4.0382429	708.71132	4.950149	1.3901277	0.78012126	11.13209	5.2205071	30.634292	233.96764	1.2283944	3.5671866	29.032078
15	r_0006_EXP_2	OpenKineticsPredictor	24.599687	157.49637	11.027151	12.206123	20.647934	23.135155	19.694603	7.5004556	19.579223	0.47496027	28.126473	8.4690691	177.38211	6.2923554	44.333691	26.353558	51.356815	59.38793	3.3054394	8.1980749	39.815559	51.365683	226.24074	36.717169	11.747726	0.91804176	10.480849	110.61257	178.2784	107.75642	8.6962143	13.940284	7.2980066	14.689537	4.4844169	0.74825582	1.4806916	28.169125	178.72269	0.42250631	11.114646	26.690536	217.22369	10.818004	10.771035	19.469714	0.050784856	6.972664	42.050957	50.84761	12.837078	2.4592054	7.9799217	15.839305	21.146417	7.8485416	674.3616	25.048507	6.6558532	30.971565	6.2837709	88.207828	13.392029	74.609126	29.938738	149.16139	63.242913	341.66571	37.599528	62.82828	55.105731	30.609906	34.616456	3.0876696	4.6490678	45.36247	5.4766633	12.087882	169.32695	22.272782	39.960218	130.51478	25.744583	7.2548228	0.91372993	8.7864385	8.71129	5.1082683	0.66243585	22.705783	8.2696975	52.115538	34.246096	30.941469	21.036959	121.07984	6.0360211	237.04489	8.1173727	104.76126	15.795681	65.015793	9.8256969	17.704339	28.063253	93.638466	5.5017243	276.85628	220.92618	8.1107698	20.558664	33.314196	13.664692	35.411387	1.311592	9.0644018	94.471387	16.667537	97.821532	16.934805	40.378304	14.182686	2.2804288	0.83377684	13.105135	1463.258	8.0288394	25.804252	22.85983	3.8193184	25.601088	14.366146	2.0673431	21.494399	66.448598	5.0215811	3.2462807	27.982076	10.009828	193.69899	14.075291	89.146077	3.3857171	12.995535	88.761527	90.860074	21.766751	85.345332	34.722358	22.54539	51.152226	23.731954	34.39369	482.5489	3.1585662	19.783738	68.602937	68.333124	114.57512	4.8948715	509.67032	46.950124	46.77489	313.89493	10.245404	83.661096	3.1789877	8.6653376	64.640637	42.069127	172.56528
16	r_0007	brenda	21.834529	55.890026	199.68276	73.975829	10.523032	5.485839	27.148857	29.583136	26.044156	12.603066	10.135024	4.6137804	11.026263	6.2171809	11.441746	23.228367	25.254407	184.05704	26.229388	157.36239	602.38299	38.27531	76.176117	134.61726	6.2953852	147.46136	149.0667	40.82649	77.500884	24.702781	2.985437	39.13473	77.937355	214.7648	470.38374	1.762246	233.10611	89.485349	42.708181	0.38112286	11.378547	360.54561	26.757622	0.55909627	82.484853	10.922975	4.9101153	96.027823	22.738635	43.709647	37.063369	46.560596	157.07212	439.26974	28.066491	94.526522	39.74874	6.3769672	113.32166	547.8681	49.664901	84.748802	43.103627	13.396062	21.553858	146.89135	14.905332	41.353736	37.222749	30.599927	40.712917	2.6167405	26.915004	283.69902	38.778736	36.333645	182.76512	8.1270642	3.0813062	25.984506	90.432283	264.79898	94.266601	160.91466	25.44658	14.626714	56.979605	5.4132974	1.9126461	73.92965	221.45977	30.690417	16.259949	5.0046407	11.904332	30.735653	12.57968	3.0111521	5.3204476	4.8653853	89.383032	11.022385	29.230341	17.782892	43.04824	26.288657	45.759296	28.588427	12.115677	20.211702	6.6834532	803.97641	113.32252	8.837414	3.6791152	231.19724	60.192562	19.64968	29.439391	10.63843	25.896308	6.0859528	9.7905478	223.34245	33.876517	52.487992	61.777096	20.4939	17.388471	12.936395	110.6563	88.658922	24.938632	50.323382	40.200429	58.362856	187.51606	168.2968	14.616152	48.344018	20.075393	111.77185	420.99859	51.306773	16.138923	58.294669	8.9263894	7.2788413	154.43253	23.198666	60.319276	9.988245	126.65777	6.6007698	112.40103	20.73081	31.665079	25.643134	44.037956	23.231812	208.70601	19.983347	134.37605	6.9276441	124.69827	0.76127267	204.95552	8.591436	16.144788	21.926528	73.611049
17	r_0012	brenda	0.80055341	0.57782072	5.0771182	2.4399239	0.44516301	2.0279718	2.4806023	0.18134291	1.8297777	2.3021515	0.30660422	0.82908814	0.30081461	0.24345522	0.66478462	1.2027401	0.97193753	0.14944037	0.051811353	1.4370713	0.13142693	0.87858064	2.6005966	0.17708002	1.7368554	0.26954413	10.788316	2.2400648	0.085500905	1.5336627	0.34450883	0.63342137	0.040177837	0.92039269	0.20464201	0.68106779	0.26240166	0.61269079	0.28614912	0.4426694	1.0066863	1.1394842	7.6526299	0.19498763	0.078158817	1.0493834	1.1676917	0.41428816	0.35327489	7.3181981	0.49667788	0.83547105	4.3440133	1.8052262	2.5183305	0.1611382	0.22902006	1.063944	7.9458768	5.1421451	1.20138	0.8476765	0.12963981	0.61253701	1.475782	0.28913592	0.76268377	0.035868189	0.71322269	0.5673388	0.77976106	0.70844383	0.95121511	0.38855184	0.04089822	3.3386578	0.90675112	0.37382465	0.1554661	1.3391427	0.60551802	4.7938318	0.61020083	0.79511102	1.96851	0.32340128	0.074749305	1.8169425	3.1771643	13.515909	2.4335041	0.12994121	1.8242611	10.308824	1.1279585	1.1917172	0.16589873	0.3068448	2.8000039	0.27736456	0.41469643	2.1333585	0.97904168	2.4291804	1.3392812	0.08931456	2.4964788	7.9932683	0.25372964	0.67933418	3.6376467	0.16311824	0.95003776	1.7617393	0.55519042	0.74065661	0.76669819	5.0909741	0.24264701	4.9001691	1.650728	0.48699795	0.098417528	0.24971226	0.29675725	0.44818039	0.53189104	1.5582657	1.8405069	0.123794	0.14218203	0.91442267	1.1260297	3.1933084	0.83571919	1.6545019	0.20984589	0.41519729	1.1253127	0.47585886	1.1121689	0.48539036	0.94113843	2.6040046	2.6887941	0.65028824	3.5258828	1.6451759	0.13581068	1.2457953	0.25766606	0.36188182	0.33722945	0.23375206	0.92488428	0.37663431	0.58022128	6.7336502	0.28068549	1.1406018	1.6922694	1.1380287	3.001304	0.27424019	0.1783302	0.36409593	1.4795119	0.73598303	0.88820112	2.0474111	0.44428147
18	r_0013	brenda	42.895955	1.7649153	43.703565	143.54528	322.54904	817.91139	540.65069	3996.2198	10000	10000	7619.3391	3057.8279	10000	2602.4348	5011.9632	5233.3099	679.86522	46.946155	10000	359.21764	36.407666	913.37928	147.62031	54.667529	10000	863.18347	377.36369	3607.2992	2552.5523	37.235128	574.33803	70.075267	3104.6873	126.29335	97.876989	2143.3623	187.38119	316.61863	3010.5953	463.2116	317.14253	23.853932	16.165781	67.39196	7044.6403	16.557534	10000	8.2566451	646.66043	228.04281	106.07678	95.150314	115.22909	450.07887	995.60523	10000	10000	724.50349	139.30165	184.20586	207.63232	28.018807	10000	10000	29.203837	1523.451	309.78825	874.60258	10000	10000	3569.4695	22.122918	10000	51.280914	2743.7594	4022.0834	202.71157	105.92429	1126.8844	7333.7374	10000	806.95027	25.536429	282.25095	1498.1097	249.65468	7232.6061	10000	62.313018	475.1249	130.57099	10000	5354.5796	3300.122	1655.1996	351.31463	5908.5516	557.46023	472.7952	10000	27.101455	184.93764	172.40832	179.99901	79.437153	7512.5322	174.39468	148.06543	10000	34.157095	139.61552	94.149096	79.152691	2908.4894	679.04002	2275.9727	141.03247	5288.414	391.52693	4481.8515	3001.9903	782.25788	271.30791	36.140563	300.89875	2.9447746	3319.2741	4703.0886	10000	222.0967	32.115139	141.71578	1481.016	52.985929	9692.1378	385.01297	10000	2951.1195	329.01392	10000	4795.7089	138.02996	492.31149	52.992346	462.16024	7859.2626	6652.234	225.33353	18.038172	8506.9909	25.603745	28.257704	10000	5399.3109	373.86538	105.22779	6861.5516	4984.1282	10000	2785.4663	843.56289	75.094964	83.939645	494.37698	40.874993	28.544506	207.11099	718.04041	498.04654	10000	4876.3126
19	r_0014	brenda	1.4544598	0.28243447	0.091464064	0.087505865	0.01399423	0.20233725	0.32982869	0.01	0.01	0.01	0.01	0.44084896	0.01	0.20169443	1.1098342	0.055896505	0.090046433	0.018813147	0.028615366	0.014008489	0.15417347	1.4030227	0.047750132	0.39164937	0.011282932	0.10430962	0.26618045	0.018997612	1.1849015	0.058774498	0.02089355	0.25031468	0.011165601	0.68400696	0.46449455	0.01	3.6103628	0.071851285	0.080595031	0.0562721	0.33447073	0.062813701	0.089286863	0.069027095	0.076177418	0.59545097	0.01	0.28829377	0.01	0.45244968	0.11246244	0.19824024	0.099060925	1.1123356	1.0466514	0.049233632	0.025103955	0.078434399	0.12619092	0.044478204	1.047451	0.20904453	0.066101172	0.066667795	0.50991379	0.014319594	0.090010821	0.11656918	0.46783461	0.01	0.020489019	0.021621373	0.28897912	0.71908084	0.01	0.01	0.094329355	0.56063833	0.87261456	0.10156676	1.7286887	0.021955446	0.099417387	0.3235	0.95764628	0.12171617	0.016562682	0.01	0.063557263	0.13828791	0.051738173	0.012216726	0.059704592	0.093798379	0.015257783	0.032804961	0.01	1.4899678	0.33087582	0.25218838	0.061157002	0.20007704	0.26563991	0.17173583	0.26352106	0.01	0.092715574	0.62614481	0.33717196	0.35359122	0.035248714	0.24469173	0.46057996	0.020444545	16.925349	0.22518223	0.086745458	0.060532966	0.038921289	0.12711611	0.14626234	0.06439772	0.043631609	0.18154107	0.027954884	0.6528203	0.010874509	0.034188444	0.049240298	0.052342601	0.12518142	0.084610151	0.80939677	0.015498423	0.01	1.3583126	0.092890703	0.39813306	0.86837618	0.01	0.01	0.015870907	7.1767166	0.01	0.1124067	0.014757403	0.011684633	0.52336749	0.093342951	0.036436292	0.029699771	0.22022111	0.023487251	0.099374477	0.041735672	2.4369747	0.01	0.01	0.063783759	0.76104123	0.12099807	0.031864838	0.35876567	0.36549558	1.1727165	0.6727027	0.12340137	0.57277105	0.03619505	0.017994524	0.021406327
20	r_0015	brenda	0.21125197	0.01	0.052317078	0.080437776	0.010007335	0.020701027	0.028976552	0.01	0.031752252	0.016252158	0.01490112	0.013062714	0.03737594	0.01	0.026527624	0.016288745	0.013702544	0.030335176	0.017339591	0.077800668	0.011397971	0.029648252	0.01000524	0.018905308	0.019300765	0.14369434	0.16242973	0.01	0.015653623	0.019011531	0.039708637	0.15370267	0.01	0.06121366	0.118799	0.015308542	0.037105258	0.020738185	0.01	0.012254914	0.01	0.26898872	0.01	0.013648715	0.018986127	0.11589637	0.01	0.088104691	0.01	0.059615796	0.027894436	0.11829983	0.15465789	0.19864658	0.025589433	0.01	0.01	0.017075321	0.029550741	0.122824	0.1287038	0.01	0.01	0.023538512	0.01895468	0.010149088	0.034086927	0.01	0.01	0.010635676	0.01	0.012096067	0.017671239	0.088935093	0.015999559	0.020860489	0.056659162	0.01	0.014335449	0.014017575	0.01	0.01	0.028673712	0.086714923	0.24322281	0.01894617	0.014429131	0.01	0.019084254	0.034604221	0.25075625	0.01	0.013090831	0.01	0.013297866	0.019056668	0.012181061	0.014454046	0.01	0.015483971	0.01406456	0.019303905	0.07879038	0.022309432	0.24845667	0.01	0.025835437	0.014548862	0.01	0.086835802	0.036321912	0.01	0.078267857	0.01	0.035787485	0.2352815	0.013968087	0.040905649	0.013824623	0.02609524	0.014069756	0.040238656	0.013759528	0.01	0.01	0.015507036	0.012536929	0.012759045	0.022389668	0.01	0.016785987	0.13547548	0.012488734	0.02035318	0.01	0.024889378	0.01	0.019386231	0.01	0.025228009	0.010710189	0.031514207	0.14019659	0.01	0.01	0.010845165	0.01	0.014203981	0.01414162	0.013044596	0.018095142	0.010572384	0.010612436	0.029751481	0.084553476	0.20976302	0.01	0.01	0.01	0.01	0.01012599	0.01	0.018576917	0.01	0.01	0.016370936	0.064954856	0.013105757	0.012238598	0.01	0.018405315
21	r_0016_EXP_1	brenda	2.1736952	90.258748	2.4968678	11.87439	90.278832	1255.8657	306.20989	5.863249	60.418808	306.54053	4.2161641	130.35261	304.90111	270.30408	6.3133865	27.937766	64.28902	3390.7597	58.738885	42.459711	328.33967	11.954744	144.65136	5574.8069	7.4432174	24.526074	5.5998874	80.347414	8.995304	41.846484	305.94069	137.85327	170.20697	26.67987	20.151057	141.07733	23.724502	961.67444	39.972648	769.79861	142.02523	19.754057	13.725611	307.98161	48.0877	294.10532	451.04249	79.945563	12.950823	4192.9676	40.689185	24.501518	24.1137	11.59803	44.720048	18.433494	28.527232	33.467958	258.21854	1.3680792	26.570793	99.253414	30.200676	62.787256	4654.8544	36.71206	16.214389	45.441712	26.022601	75.385883	6.2765837	3.9907779	11.692895	51.907661	30.708679	18.015953	249.18935	40.992022	54.476835	39.823586	76.662789	326.28014	22.30434	56.077417	93.751951	52.426831	110.78216	26.910924	385.84332	2443.0598	30.156699	10.363006	50.962482	34.203796	2.0261466	655.24209	5.4194987	25.271069	184.80557	61.350019	78.357515	756.87382	35.769566	355.0602	72.072163	10.321082	7.4859814	325.03669	13.700597	38.436578	287.37453	1220.2158	59.63392	5.3097965	34.790976	335.15957	437.00017	60.034736	2339.447	44.983094	48.532213	489.73992	905.80914	22.405356	48.413009	48.751738	324.07832	46.816903	48.870499	373.75877	885.21249	50.197282	28.513481	2060.0312	28.070094	27.71928	257.68662	45.837318	240.81246	40.60391	10.367509	5140.8348	8.1653127	182.61026	230.15872	13.271556	21.909776	251.21469	5041.8922	24.334626	61.388583	8.0557072	75.321631	23.794604	46.10043	8.3879806	14.514269	5.7502269	159.34451	77.097234	0.69965499	1513.8397	3128.8453	27.81352	1465.0679	245.1767	138.71229	200.59573	229.63554	7.2114058	51.754903
22	r_0016_EXP_2	brenda	11.437154	1.7594138	1.9999613	4.4373514	161.10881	24.465536	468.32926	1230.9255	80.937182	4.5882522	315.62367	11.283348	4165.058	53.217546	35.913066	877.31424	1121.1503	12.751048	38.526235	4.2244774	60.778474	6.067244	1125.8796	12.048495	800.57236	0.14040372	20.914811	1497.8341	1.9928295	44.120186	188.6646	0.99362412	49.142472	1.1081881	45.352966	247.37157	51.63199	379.63867	1437.1044	19.533236	251.05883	7.1587099	30.72478	426.12085	103.45589	22.104974	26.356347	27.112765	70.809719	10000	9.4694066	4.6645576	9.2613004	1.2448011	8.4637923	753.86326	10000	184.54819	0.21730689	4.5329081	4.4883815	5.8239547	2249.9794	123.70062	447.60592	667.61255	22.639311	881.2366	960.00657	632.44147	187.83921	7.5351816	9352.122	8.1323642	1991.3084	115.47058	0.76858556	69.849237	6.7627857	4796.5955	135.49015	983.73153	3.6252421	4.0165337	0.27455669	388.59217	275.33441	1002.2194	1.436679	10000	28.216222	235.06048	3721.7968	2109.4432	305.66679	116.85121	8757.2328	27.597402	664.95581	1918.4444	2.4747441	101.16153	0.50701792	50.785213	0.91602713	92.15181	19.097293	416.74864	17.172228	1.1321258	38.282884	134.56267	2.8084379	256.11419	10000	22.492938	273.75077	342.89126	93.536386	3490.9859	1453.6935	87.216268	10000	2.8000565	386.49051	4.7933085	81.195237	479.4972	1452.8721	10000	20.846735	3.458276	2.6543311	487.70027	1871.3986	4.6600414	76.963118	414.84964	215.48215	5257.9962	419.02555	9.0981223	0.72178914	155.2744	96.82964	751.79064	100.46427	160.85086	103.82384	864.11813	3.4953664	15.500376	229.55244	8.1401654	0.53852821	4.0477619	413.62849	314.25322	3484.3857	7186.8461	23.376605	150.11226	309.54385	28.290129	0.89185888	315.04707	3.9791045	250.4241	313.55217	15.043305	388.87348
23	r_0017	brenda	0.10233069	0.01	19.201758	7.5271867	159.71674	2.0560394	21.19154	0.017682491	5.4005659	1.7466709	0.033849763	254.87015	14.224628	687.95193	1.0306114	0.92030869	3.4735248	0.081304649	0.099671891	0.016276376	1.7105662	9.5463448	5.4760456	0.048186682	9.533557	0.033287555	0.062323916	16.620104	0.83541447	0.12311775	13.495191	0.023838847	0.019219665	0.66487696	0.1359692	0.078803949	0.41320904	0.01	0.96667982	0.04013145	21.008395	0.025913611	0.047576199	21.407246	0.0518366	0.012552452	2.1134303	0.17627341	0.37232599	12.456362	1.4438236	0.096841144	0.032363777	0.38424018	4.4421561	0.18361673	228.16323	1.1541905	0.051109351	110.37065	0.13167257	0.026204167	0.35164858	2.1588722	8.6680561	2.4102946	0.11949562	5.7556352	4.3042659	16.500296	0.74561422	5.5416254	7.4507453	0.17748044	0.069586048	13.202304	0.13848626	11.894957	1.5542346	41.197914	5.0003508	5.22211	0.083796532	0.18067537	0.53017487	3.9542845	0.26965362	4.9028264	0.87010889	29.182483	0.038206643	0.070783236	7.5750479	16.050784	0.01	49.95584	0.061812212	1.0921808	6.306667	3.8074755	1.284011	7.9173202	0.059553364	3.5342228	0.14588683	0.87445139	4.8292077	5.8136556	1.4283017	0.037633068	2.2806424	3.9133349	0.26541434	0.60920549	2.4937536	1.0260936	0.011875709	3.5210405	11.188199	12.758854	4.7251285	11.30472	0.067107458	2.0886355	38.720013	0.019585276	2.7881788	2.234513	0.013331572	0.15901448	0.50113469	0.11661359	0.035889255	27.945528	8.0074219	0.11447436	33.251254	0.41748386	48.962325	53.532849	8.5997833	0.11701691	0.28115932	93.709928	0.80534458	30.491922	0.11822732	33.483791	0.01	0.042500762	1.3859935	9.6875801	22.443484	1.8354612	17.576621	0.70589268	2.6081829	0.55701792	6.6928831	9.9130815	1.956002	0.84910377	257.31913	2.9981129	0.040326567	0.71726129	2.7367906	3.1465903	1.1437035	1.0519552	1.929361
24	r_0018_EXP_1	OpenKineticsPredictor	0.38932935	430.00463	14.336371	14.237814	428.7263	556.69438	1.8193522	236.6328	32.981817	8.8453268	126.26967	5.9286677	1.3698545	14.907002	29.338172	286.00006	199.15722	4109.5739	20.881378	1.3788674	527.97708	24.807157	158.50829	9702.036	0.90904848	0.81740016	31.140461	18.090428	157.70836	76.434825	340.57601	0.16888789	16.681537	22.840737	0.22681711	1.3992825	0.13336558	20.114035	170.76911	0.20664863	10.228549	4.2469663	90.12632	89.48109	12.386822	0.56161996	1.429974	0.45213547	9.6638493	205.99247	162.00692	0.73991199	2.4028758	16.243018	17.434781	74.792259	4.1551017	2801.8954	1.886668	9.7510094	9.5969985	576.38736	19.013353	275.29397	26.232882	59.565642	28.704563	261.62736	126.15166	62.516152	102.39641	13.927824	298.4915	0.61467284	45.893057	94.376709	1.6115877	21.851625	103.55919	15.366369	369.03748	439.19569	9.568641	0.49763361	428.92417	211.13412	28.696368	2.9249695	0.45333665	88.361347	34.289247	534.14849	3.5524213	8.1476706	807.81729	66.152788	178.75469	90.926785	27.005242	1744.744	105.88811	49.388979	7.6924168	78.863539	4.9894368	95.829218	82.281704	55.204067	139.0736	0.074454121	82.576769	449.64638	5.1356205	211.9961	130.02371	0.79256763	1.6417339	10.975642	17.292033	89.431026	5.624768	258.92795	192.24008	9.1432229	10.626193	1276.9647	110.61518	14.488608	0.12762435	187.23367	1214.0237	7.5054736	3.964621	238.22409	21.809236	3.7837313	1063.5823	41.128116	5.735353	13.123734	46.896797	1032.4349	12.144143	112.18302	57.880299	3.758996	73.462764	29.76048	1452.8404	6.1405864	276.75626	32.758149	45.142005	161.25317	53.27761	0.32829543	4.3653895	273.64071	0.49064333	276.61904	9.6728497	12.65683	180.43794	924.54922	4592.5645	462.88038	17.51402	61.165378	133.22637	90.842371	20.230454
