uniprotID_S288c	GeneName_S288C	Standard _A	Standard _B	Standard _C	High_temperature_A	High_temperature_B	High_temperature_C	Low_pH_A	Low_pH_B	Low_pH_C	Osmotic_stress _A	Osmotic_stress _B	Osmotic_stress _C
P38754	YHL001W	9.11801E-06	6.16672E-06	5.32306E-06	7.97354E-06	7.14602E-06	8.58323E-06	8.58948E-06	8.36528E-06	8.01329E-06	8.77857E-06	9.23608E-06	7.66697E-06
P36105	YKL006W	7.8278E-06	7.29965E-06	5.32306E-06	6.84527E-06	4.99957E-06	7.25109E-06	7.5565E-06	7.27762E-06	6.8794E-06	7.63718E-06	9.23608E-06	6.67011E-06
P40024	YER036C	3.20101E-07	1.02915E-06	9.43673E-07	1.48274E-06	1.00749E-06	9.26165E-07	1.33962E-06	8.80854E-07	7.42315E-07	1.16234E-06	1.93818E-06	1.3592E-06
P40215	YMR145C	8.3152E-07	9.03223E-07	1.44887E-06	9.73588E-07	1.01636E-06	9.11767E-07	9.1243E-07	1.01009E-06	1.25228E-06	1.62856E-06	1.71343E-06	1.42234E-06
P04449	YGL031C	8.70218E-06	7.05991E-06	7.57385E-06	7.6099E-06	5.01249E-06	6.0206E-06	9.94389E-06	6.94572E-06	7.64784E-06	6.34117E-06	5.7276E-06	6.36591E-06
P24000	YGR148C	8.70218E-06	6.06092E-06	5.91765E-06	5.68365E-06	3.35226E-06	4.02647E-06	8.03016E-06	5.18759E-06	5.71199E-06	4.59898E-06	4.0072E-06	6.36591E-06
P38137	YBR222C	6.11185E-07	4.60259E-07	1.01799E-06	6.45368E-07	4.50573E-07	8.09222E-07	1.20536E-06	1.19485E-06	1.02794E-06	2.58511E-06	3.5537E-06	3.32152E-06
P37302	YBR286W	7.51244E-07	1.26209E-06	1.15727E-06	5.44062E-07	4.58659E-07	9.75079E-07	7.46824E-07	1.21629E-06	1.18943E-06	7.44837E-07	1.19268E-06	8.7099E-07
P27796	YIL160C	2.02887E-06	2.9068E-06	1.92366E-06	2.47376E-06	2.84562E-06	3.10182E-06	1.64704E-06	1.61936E-06	1.78305E-06	1.69936E-06	2.49288E-06	1.86625E-06
P33297	YOR117W	1.67428E-06	1.99828E-06	1.45719E-06	1.66427E-06	1.95623E-06	1.59716E-06	1.37215E-06	1.91006E-06	9.28409E-07	1.59407E-06	1.67714E-06	1.75062E-06
0	0	7.71245E-06	4.88874E-06	4.65794E-06	5.98995E-06	4.10865E-06	7.51075E-06	4.93857E-06	3.59222E-06	2.23471E-06	4.39104E-06	3.96616E-06	5.01077E-06
P33322	YLR175W	1.78781E-06	1.48069E-06	8.26391E-07	1.06271E-06	1.44953E-06	1.33252E-06	7.52198E-07	1.26733E-06	1.22762E-06	1.32995E-06	1.75947E-06	1.16154E-06
P11076	YDL192W	5.07071E-06	4.72858E-06	4.61681E-06	3.74604E-06	5.39205E-06	4.69713E-06	4.89497E-06	4.04723E-06	3.76472E-06	5.68661E-06	5.98297E-06	2.5952E-06
P19146	YDL137W	5.07071E-06	3.99469E-06	4.01653E-06	2.50528E-06	4.62907E-06	3.88999E-06	3.65593E-06	2.83157E-06	3.1178E-06	4.94723E-06	5.20506E-06	2.09574E-06
Q08412	YOR042W	1.15261E-06	1.07484E-06	2.16945E-06	2.78984E-06	2.38363E-06	2.86302E-06	8.31022E-07	2.79032E-06	2.29469E-06	1.73925E-06	1.20234E-06	2.7886E-06
P07213	YNL121C	6.01502E-07	8.88992E-07	4.84179E-07	5.26003E-07	4.54755E-07	3.44639E-07	7.81289E-07	7.60896E-07	1.32784E-06	1.26552E-06	9.54945E-07	1.10527E-06
Q08822	YOR356W	1.45759E-06	1.22583E-06	9.91194E-07	6.99677E-07	5.2974E-07	1.00844E-06	1.26897E-06	8.34398E-07	7.03165E-07	5.75332E-07	5.11369E-07	5.85301E-07
P33303	YJR095W	2.01647E-06	3.99028E-06	2.9098E-06	4.51831E-06	3.15452E-06	3.78896E-06	2.49137E-06	3.41531E-06	3.03683E-06	3.23226E-06	2.06989E-06	2.5278E-06
P15646	YDL014W	2.63409E-06	1.8346E-06	3.12822E-06	1.45339E-06	1.25653E-06	2.51276E-06	2.15877E-06	8.87165E-07	2.31495E-06	1.64783E-06	2.6386E-06	1.2158E-06
(P0CX31-P0CX32)	YER074W YIL069C	1.23401E-05	7.56104E-06	6.42247E-06	1.35692E-05	6.25312E-06	1.0356E-05	1.11875E-05	1.23849E-05	9.54074E-06	5.73726E-06	4.03694E-06	6.90896E-06
P38701	YHL015W	1.12537E-05	9.00941E-06	1.2573E-05	1.13119E-05	7.45094E-06	8.94948E-06	1.62877E-05	1.32142E-05	8.49073E-06	8.0922E-06	9.91724E-06	1.35254E-05
P40531	YIL041W	1.97701E-06	2.14749E-06	2.0461E-06	1.46053E-06	1.80481E-06	2.1678E-06	1.66034E-06	2.11275E-06	2.32632E-06	1.92886E-06	2.02939E-06	2.20109E-06
P0C0W1	YJL190C	6.02595E-06	1.0754E-05	7.84206E-06	7.53196E-06	6.64254E-06	9.44427E-06	1.31776E-05	1.4588E-05	1.15204E-05	8.40331E-06	8.84125E-06	1.20579E-05
P25349	YCR004C	3.59083E-06	2.87473E-06	3.59232E-06	4.10283E-06	5.3857E-06	3.93737E-06	2.58895E-06	2.86605E-06	3.62741E-06	2.58207E-06	3.1644E-06	2.25511E-06
P32775	YEL011W	8.7736E-07	1.02879E-06	7.50213E-07	1.29171E-06	1.23056E-06	1.34135E-06	8.81982E-07	5.35957E-07	1.41551E-06	1.20975E-08	0	0
P17555	YNL138W	7.76551E-07	9.98481E-07	9.51343E-07	1.22339E-06	1.12355E-06	8.51493E-07	1.1357E-06	7.3368E-07	6.82465E-07	6.50433E-07	5.66738E-07	6.72435E-07
P36046	YKL195W	1.18946E-06	9.18601E-07	1.83232E-06	2.10992E-06	1.72097E-06	1.79832E-06	1.35918E-06	1.30902E-06	1.04534E-06	1.57899E-06	1.24077E-06	1.37905E-06
Q02753	YBR191W	4.32188E-06	6.71007E-06	6.39328E-06	5.40201E-06	6.56885E-06	5.72227E-06	4.45383E-06	6.60154E-06	6.32376E-06	3.61998E-06	6.34105E-06	3.16159E-06
Q12672	YPL079W	3.49012E-06	5.76058E-06	5.62442E-06	4.5636E-06	5.63935E-06	5.72227E-06	5.96328E-06	4.93053E-06	4.58635E-06	3.61998E-06	6.34105E-06	3.81759E-06
P41807	YPR036W	1.43448E-06	9.99089E-07	7.28558E-07	1.25443E-06	9.78063E-07	9.92444E-07	8.99771E-07	7.2241E-07	1.09676E-06	7.58101E-07	1.09976E-06	9.12926E-07
P27614	YJL172W	7.94855E-07	1.1281E-06	8.22636E-07	9.30658E-07	7.25625E-07	1.01522E-06	6.67541E-07	8.49432E-07	9.35298E-07	8.91399E-07	1.06606E-06	7.78524E-07
Q04491	YLR208W	3.49281E-06	2.49287E-06	2.37518E-06	2.00691E-06	2.80513E-06	2.12589E-06	2.21543E-06	2.78782E-06	2.34935E-06	1.92225E-06	3.46571E-06	2.87692E-06
(P0CX53-P0CX54)	YEL054C YDR418W	7.87342E-06	6.38755E-06	3.3782E-06	4.34425E-06	4.53512E-06	4.51119E-06	4.93857E-06	8.04302E-06	6.91949E-06	4.16099E-06	7.88689E-06	4.30174E-06
P40212	YMR142C	5.7406E-06	3.99823E-06	2.46309E-06	5.02005E-06	2.73841E-06	3.28916E-06	3.60077E-06	5.20826E-06	3.76805E-06	4.80828E-06	5.05887E-06	3.65341E-06
Q03940	YDR190C	1.71596E-06	2.01212E-06	1.62697E-06	6.89807E-07	1.96977E-06	1.04441E-06	1.0884E-06	1.04823E-06	8.37088E-07	1.6183E-06	1.15735E-06	1.10431E-06
P47079	YJL008C	6.86695E-07	7.58007E-07	7.4009E-07	9.5173E-07	9.93545E-07	8.91297E-07	7.84679E-07	6.48785E-07	8.32113E-07	1.16671E-06	8.34388E-07	1.01897E-06
P38247	YBR077C	1.51842E-07	1.41597E-07	3.1318E-07	4.02739E-07	0	0	3.32049E-07	0	0	0	4.05853E-07	0
P12683	YML075C	5.78226E-07	1.97127E-07	5.26467E-07	3.53767E-07	2.75829E-07	4.43586E-07	3.31545E-07	2.03731E-07	6.20902E-07	1.77058E-07	2.66263E-07	1.86724E-07
(P0CX29-P0CX30)	YGR118W YPR132W	1.10062E-05	7.85531E-06	7.48446E-06	4.42446E-06	5.57722E-06	6.69891E-06	6.07338E-06	6.72342E-06	8.50948E-06	8.11008E-06	9.69918E-06	7.08313E-06
P52893	YLR089C	8.86136E-07	9.49847E-07	1.09777E-06	2.9367E-07	3.92375E-07	1.21405E-07	1.04967E-06	1.16202E-06	1.01753E-06	9.69774E-07	7.80902E-07	8.46975E-07
Q01532	YNL239W	8.13999E-07	1.08497E-06	1.3558E-06	1.74351E-06	8.97288E-07	1.48603E-06	9.77113E-07	7.84506E-07	1.55619E-06	8.23266E-07	8.66171E-07	8.51114E-07
P16550	YCL050C	1.41782E-06	1.32216E-06	2.36153E-06	1.77216E-06	1.85003E-06	1.25545E-06	1.46111E-06	1.36645E-06	1.781E-06	1.69741E-06	1.78587E-06	1.98489E-06
P24276	YDR293C	3.49981E-07	2.87118E-07	4.00684E-07	7.1046E-07	4.45473E-07	2.9371E-07	2.52333E-07	2.45746E-07	2.70588E-07	3.68606E-07	2.02648E-07	2.25232E-07
P38631	YLR342W	8.39966E-08	3.68995E-08	1.56242E-07	1.59787E-07	2.09749E-07	2.00356E-07	4.89056E-08	4.23009E-08	1.8081E-07	7.03547E-08	5.97756E-08	6.14462E-08
P40989	YGR032W	8.26525E-08	3.63331E-08	1.07563E-07	1.20337E-07	1.64138E-07	1.5089E-07	4.81231E-08	3.10733E-08	1.58014E-07	4.36806E-08	4.59573E-08	7.30085E-08
P27616	YAR015W	2.54849E-06	2.73172E-06	2.54955E-06	1.91326E-06	1.39739E-06	2.39902E-06	3.34736E-06	2.0341E-06	2.57446E-06	4.28502E-06	1.92805E-06	2.14293E-06
P09064	YPL237W	2.85568E-06	2.66301E-06	2.85687E-06	2.87046E-06	3.83524E-06	2.6882E-06	1.49325E-06	1.36901E-06	3.27913E-06	2.3919E-06	3.70224E-06	2.08902E-06
P28777	YGL148W	2.10649E-06	2.23289E-06	1.83336E-06	1.16228E-06	1.21335E-06	1.72512E-06	1.32129E-06	1.06084E-06	1.38267E-06	1.31777E-06	1.17127E-06	1.75161E-06
P07278	YIL033C	1.79174E-06	1.24792E-06	1.21842E-06	1.36313E-06	2.33793E-06	2.23323E-06	9.64836E-07	1.62559E-06	1.36992E-06	7.84198E-07	8.25067E-07	1.48989E-06
Q03048	YLL050C	6.24668E-06	1.04944E-05	9.62279E-06	6.46618E-06	4.72269E-06	2.67317E-06	8.11379E-06	8.98222E-06	8.70079E-06	5.23217E-06	8.72458E-06	9.26932E-06
Q12377	YDL097C	1.0564E-06	1.35831E-06	1.29418E-06	1.66427E-06	1.32972E-06	1.15835E-06	1.37215E-06	8.43175E-07	1.09897E-06	1.79485E-06	1.28361E-06	1.39222E-06
P19262	YDR148C	1.50959E-06	1.05141E-06	1.16688E-06	1.32011E-06	1.37811E-06	1.23629E-06	8.129E-07	1.54211E-06	1.1542E-06	1.43727E-06	1.70264E-06	1.75022E-06
P38205	YBL024W	7.03196E-07	5.62961E-07	8.71141E-07	4.45984E-07	5.51113E-07	2.92211E-07	6.62435E-07	6.45144E-07	9.09171E-07	1.073E-06	1.61359E-06	8.45146E-07
P40991	YNL061W	7.10164E-07	4.63329E-07	8.27558E-07	9.45165E-07	6.48311E-07	7.78699E-07	4.32554E-07	9.71329E-07	8.35643E-07	5.94828E-07	7.2898E-07	6.95573E-07
P32499	YLR335W	4.69796E-07	4.38098E-07	8.0247E-07	1.24607E-06	6.79724E-07	1.29395E-06	8.50818E-07	7.60614E-07	7.43815E-07	7.08904E-07	3.42864E-07	3.4367E-07
Q12329	YDR171W	1.10542E-06	1.71625E-06	2.27998E-06	2.36771E-06	2.47173E-06	2.31964E-06	2.6637E-06	2.41341E-06	2.37951E-06	1.54153E-06	1.39237E-06	1.34633E-06
P02406	YGL103W	5.84891E-06	5.45427E-06	5.48409E-06	6.05443E-06	5.33948E-06	6.41337E-06	6.68349E-06	7.39883E-06	5.14027E-06	5.79903E-06	8.16902E-06	5.06472E-06
P30952	YNL117W	8.45983E-07	1.50975E-06	1.22077E-06	9.90521E-07	1.80586E-06	1.08052E-06	1.56288E-06	1.57888E-06	1.27406E-06	7.08589E-07	6.29811E-07	7.20866E-07
P39958	YER136W	1.3697E-06	9.26357E-07	6.7552E-07	1.19778E-06	1.63375E-06	1.28936E-06	5.93146E-07	1.25662E-06	1.7709E-06	9.8491E-07	5.85459E-07	1.15172E-06
P49095	YMR189W	7.28503E-07	4.42174E-07	6.94795E-07	8.98261E-08	2.40276E-07	2.886E-07	3.4187E-07	3.7846E-07	2.73807E-07	1.82572E-07	1.5512E-07	1.92539E-07
P10080	YHL034C	1.63194E-06	1.22895E-06	3.36595E-06	1.4271E-06	2.48039E-06	1.44505E-06	2.55954E-06	3.19038E-06	1.1582E-06	1.3669E-06	3.93382E-06	4.37222E-06
P34227	YBL064C	2.82232E-06	3.06569E-06	1.62136E-06	3.75626E-06	2.5765E-06	2.16514E-06	3.09694E-06	2.25266E-06	3.321E-06	4.05096E-06	4.26207E-06	3.95114E-06
Q3E757	YGR085C	5.40119E-06	5.03676E-06	3.67292E-06	4.72324E-06	4.16549E-06	4.14352E-06	5.21399E-06	3.01611E-06	4.74679E-06	3.82186E-06	5.54429E-06	3.33791E-06
P36010	YKL067W	5.60606E-06	6.18824E-06	3.15715E-06	4.9024E-06	4.23837E-06	5.09079E-06	7.28169E-06	6.16957E-06	5.83198E-06	6.47438E-06	1.00212E-05	9.29011E-06
P29952	YER003C	2.18298E-06	8.31118E-07	1.15986E-06	9.41098E-07	1.16294E-06	1.18004E-06	1.22974E-06	1.74237E-06	9.45791E-07	1.82845E-06	1.70854E-06	9.31889E-07
P53297	YGR178C	3.12798E-07	6.01382E-07	5.04082E-07	7.36847E-07	5.0542E-07	7.07131E-07	6.07513E-07	5.91655E-07	7.4052E-07	4.63725E-07	4.87893E-07	4.7176E-07
P42943	YJL111W	7.23022E-07	6.74239E-07	5.81997E-07	1.13906E-06	6.60049E-07	4.14267E-07	4.31715E-07	7.95699E-07	1.00707E-06	7.16856E-07	1.00983E-06	4.38027E-07
P35191	YFL016C	5.4396E-07	8.97828E-07	1.12194E-06	1.78662E-06	1.17681E-06	1.41349E-06	8.08575E-07	7.68458E-07	4.78055E-07	8.06424E-07	9.88297E-07	7.04309E-07
Q12118	YOR007C	1.79727E-06	2.24403E-06	1.86009E-06	1.83074E-06	1.38609E-06	1.66486E-06	1.29582E-06	1.92068E-06	1.33437E-06	1.75351E-06	1.58384E-06	1.76035E-06
P14904	YKL103C	6.67314E-07	8.89454E-07	7.55516E-07	7.04636E-07	8.70735E-07	1.21824E-06	4.81126E-07	6.43136E-07	7.08149E-07	7.98903E-07	5.88066E-07	3.94213E-07
P21242	YOR362C	2.03668E-06	1.89926E-06	1.63943E-06	3.20862E-06	2.20087E-06	3.53942E-06	2.64543E-06	2.2414E-06	1.48235E-06	1.41277E-06	2.47472E-06	2.0543E-06
P34223	YBL058W	1.29802E-06	1.21044E-06	1.02817E-06	1.51979E-06	1.58657E-06	1.65788E-06	1.42433E-06	8.75233E-07	7.98107E-07	1.45568E-06	6.46271E-07	1.10605E-06
Q04636	YML069W	7.18833E-07	1.0624E-06	5.78625E-07	6.28607E-07	7.76784E-07	6.52763E-07	1.05129E-06	9.09319E-07	7.47802E-07	7.12703E-07	1.28496E-06	5.25849E-07
Q08723	YOR261C	1.86585E-06	1.73996E-06	1.93106E-06	1.37842E-06	1.98409E-06	1.15591E-06	1.56699E-06	2.55202E-06	2.19553E-06	2.09248E-06	2.20153E-06	2.33899E-06
P40016	YER021W	1.08057E-06	4.88756E-07	1.20725E-06	1.23465E-06	1.28889E-06	1.18486E-06	5.65035E-07	6.25512E-07	1.2408E-06	5.4362E-07	1.24419E-06	1.03282E-06
Q04458	YMR110C	7.62578E-07	5.88929E-07	9.34225E-07	1.20138E-06	1.10334E-06	8.36172E-07	8.71391E-07	7.20479E-07	5.55024E-07	5.28973E-07	7.95478E-07	6.60336E-07
P40075	YER120W	2.65572E-06	2.05098E-06	3.66328E-06	3.20215E-06	3.34284E-06	2.91202E-06	2.6401E-06	2.50911E-06	1.9329E-06	3.06707E-06	2.34034E-06	2.6787E-06
P07143	YOR065W	1.81967E-06	1.40531E-06	1.46475E-06	1.59127E-06	1.66118E-06	2.36185E-06	1.08652E-06	1.45239E-06	2.20502E-06	2.74581E-06	1.89818E-06	1.5757E-06
P02557	YFL037W	9.72587E-07	1.25054E-06	1.04821E-06	8.5051E-07	1.22422E-06	1.26237E-06	9.66865E-07	9.18894E-07	1.17855E-06	9.64292E-07	8.57087E-07	7.11478E-07
P47039	YJL060W	1.06424E-06	1.5729E-06	5.99346E-07	9.30658E-07	1.15004E-06	1.84948E-06	1.2161E-06	1.17122E-06	1.28961E-06	1.80817E-06	1.29313E-06	9.21552E-07
P07170	YDR226W	5.56569E-06	3.97231E-06	5.27708E-06	1.80679E-06	1.47372E-06	9.24951E-07	2.63664E-06	3.39994E-06	3.74362E-06	2.58765E-06	2.25468E-06	2.67518E-06
P15700	YKL024C	6.09387E-07	9.79019E-08	7.13921E-08	8.44586E-07	2.90693E-07	3.49158E-07	7.56934E-08	2.54156E-07	5.35555E-07	8.7935E-08	2.80612E-07	0
P40053	YER080W	6.93917E-07	5.46666E-07	5.49654E-07	9.23541E-07	4.43201E-07	4.29888E-07	9.57457E-07	7.41563E-07	8.16525E-07	6.77018E-07	7.12302E-07	1.07719E-06
0	0	8.42194E-07	1.24472E-06	1.16172E-06	1.16725E-06	1.3851E-06	9.23471E-07	9.62366E-07	1.06537E-06	1.02054E-06	1.27084E-06	1.02333E-06	7.29277E-07
P14020	YPR183W	1.90403E-06	2.95616E-06	1.85066E-06	1.3446E-06	1.40367E-06	2.52098E-06	1.10859E-06	1.51972E-06	1.67334E-06	1.28788E-06	3.2111E-06	1.68186E-06
P53839	YNL274C	5.81757E-07	9.29655E-07	6.77925E-07	6.81151E-07	3.71565E-07	8.54091E-07	2.97475E-06	2.69523E-06	3.62603E-06	4.12932E-06	3.98432E-06	4.56035E-06
Q01560	YDR432W	1.34857E-06	8.79844E-07	9.17057E-07	8.25077E-07	1.64836E-06	8.35454E-07	8.21404E-07	1.25379E-06	1.00124E-06	1.12956E-06	1.18842E-06	1.32087E-06
(P0CX42-P0CX41)	YER117W YBL087C	1.35711E-05	5.16686E-06	4.54957E-06	9.27253E-06	6.10763E-06	6.07541E-06	1.21165E-05	1.20967E-05	5.87975E-06	8.88137E-06	8.12929E-06	1.10869E-05
P41277	YIL053W	2.11549E-06	1.97275E-06	1.43857E-06	1.49393E-06	1.55956E-06	1.87322E-06	2.18007E-06	1.68849E-06	1.85918E-06	6.48946E-06	6.23068E-06	4.6938E-06
P40106	YER062C	2.29957E-07	4.10385E-07	2.99262E-07	2.01093E-07	2.09928E-07	2.52149E-07	5.02872E-07	3.51252E-07	2.02096E-07	4.34003E-06	2.25108E-06	1.86865E-06
P38431	YPR041W	1.87028E-06	1.51732E-06	9.49897E-07	1.03195E-06	1.2752E-06	6.76138E-07	1.53279E-06	1.11492E-06	6.93589E-07	1.56653E-06	1.43388E-06	8.63257E-07
P23644	YMR203W	1.26915E-06	1.40095E-06	1.75066E-06	1.10985E-06	9.59519E-07	9.30697E-07	7.57807E-07	1.01298E-06	5.82829E-07	8.80363E-07	1.77259E-06	2.56975E-06
P33338	YNL243W	4.63596E-07	1.82426E-07	4.50601E-07	4.60826E-07	3.68191E-07	3.79664E-07	8.23066E-08	1.93351E-07	2.5707E-07	1.63854E-07	4.08541E-07	1.43106E-07
P32598	YER133W	1.79174E-06	2.64812E-06	1.93106E-06	1.04788E-06	1.63569E-06	2.3256E-06	2.32729E-06	1.69283E-06	1.57466E-06	2.37853E-06	2.17711E-06	2.36132E-06
P26570	YML016C	1.48488E-08	1.38373E-08	3.06282E-08	1.29877E-08	1.35541E-08	1.63054E-08	1.07219E-08	1.18548E-08	1.30686E-08	7.22357E-08	3.97317E-08	1.08837E-08
P08518	YOR151C	3.61957E-07	2.21779E-07	2.16537E-07	3.56392E-07	2.17112E-07	4.46878E-07	7.56934E-08	1.07247E-07	2.09012E-07	8.7935E-08	2.09583E-07	2.02653E-07
Q04728	YMR062C	1.41975E-06	1.52183E-06	1.5862E-06	1.24155E-06	9.40003E-07	1.33648E-06	1.33746E-06	1.48061E-06	1.24774E-06	1.18917E-06	9.07405E-07	1.35701E-06
P32628	YEL037C	1.4364E-06	1.13159E-06	1.4866E-06	8.78811E-07	1.52743E-06	1.33058E-06	1.03563E-06	1.33544E-06	5.57258E-07	1.01639E-06	1.26582E-06	1.22396E-06
P40008	YER004W	3.99718E-06	3.72748E-06	3.1244E-06	1.69543E-06	2.64649E-06	2.63253E-06	3.31264E-06	2.73894E-06	4.58989E-06	3.34801E-06	2.55471E-06	4.80406E-06
P39683	YOR209C	4.2E-07	2.03569E-06	1.15986E-06	1.29761E-06	8.13626E-07	1.18004E-06	1.57391E-06	1.01677E-06	1.49897E-06	1.24287E-06	9.48376E-07	1.59692E-06
P23180	YHL021C	9.45941E-07	1.21628E-06	8.86939E-07	8.27208E-07	5.77527E-07	1.22779E-06	6.82014E-07	1.04102E-06	6.88479E-07	5.29884E-07	9.86751E-07	5.73077E-07
P40327	YDL007W	8.65278E-07	1.34341E-06	9.79645E-07	9.13672E-07	7.89914E-07	7.66187E-07	6.23856E-07	1.14984E-06	1.45529E-06	8.75129E-07	1.08989E-06	7.64314E-07
0	0	7.40613E-06	6.90643E-06	7.53059E-06	9.68408E-06	6.76108E-06	1.43736E-05	1.10089E-05	8.83887E-06	8.05999E-06	6.20332E-06	6.52661E-06	6.70898E-06
Q12031	YPR006C	1.21309E-06	1.13124E-06	9.2883E-07	6.97023E-07	6.14714E-07	1.01805E-06	8.74627E-07	6.36187E-07	1.06612E-06	3.77194E-07	3.96852E-07	8.87414E-07
Q02196	YKL001C	4.95468E-06	2.24106E-06	2.0237E-06	2.10157E-06	3.28044E-06	2.0589E-06	3.57228E-06	1.4987E-06	3.73823E-06	4.77023E-06	3.16668E-06	2.6287E-06
P06115	YGR088W	1.90713E-07	1.93399E-08	1.29689E-07	1.81261E-08	0	0	1.39386E-06	1.13084E-06	1.39055E-06	1.93486E-06	2.76399E-06	1.98348E-06
Q03102	YML131W	9.3215E-07	1.29976E-06	7.84946E-07	6.36898E-07	1.05376E-06	1.02211E-06	1.3856E-06	9.21313E-07	2.20677E-06	2.1032E-06	2.21281E-06	1.61597E-06
P17423	YHR025W	1.99121E-06	1.59411E-06	1.7692E-06	8.44586E-07	1.56056E-06	1.3114E-06	8.62292E-07	7.70871E-07	1.74996E-06	1.43182E-06	1.05395E-06	1.05643E-06
P54783	YML086C	1.23075E-06	7.24156E-07	8.36933E-07	9.3633E-07	8.39155E-07	8.51493E-07	5.59885E-07	3.23874E-07	1.08163E-06	6.50433E-07	5.66738E-07	3.79915E-07
Q12462	YOL147C	3.31593E-06	1.74705E-06	2.62656E-06	2.44968E-06	2.11787E-06	4.23524E-06	2.39076E-06	1.85167E-06	2.46189E-06	1.56919E-06	1.65097E-06	1.0708E-06
Q04336	YMR196W	6.09387E-07	1.87359E-07	3.73721E-07	5.87207E-07	4.49248E-07	7.36294E-07	1.16979E-07	4.86388E-07	5.90135E-07	5.54832E-08	5.83749E-08	1.59817E-08
P40017	YER024W	3.15671E-07	1.9687E-07	2.14663E-07	3.26763E-07	6.52814E-07	5.48586E-07	1.18927E-07	1.68503E-07	2.29753E-07	3.64565E-07	6.30175E-07	4.68418E-07
P12612	YDR212W	1.11652E-06	9.05811E-07	7.59256E-07	4.12005E-07	8.86748E-07	1.06509E-06	5.07922E-07	3.76046E-07	5.12737E-07	8.13595E-07	8.55996E-07	7.10572E-07
P36421	YGR185C	1.02133E-06	1.36132E-06	8.38634E-07	1.07845E-06	1.55233E-06	1.1199E-06	7.3637E-07	9.84328E-07	8.97589E-07	1.86092E-06	1.08679E-06	9.02159E-07
P06780	YPR165W	2.27567E-06	2.62786E-06	3.66729E-06	3.52227E-06	5.59622E-06	3.73109E-06	3.38269E-06	3.74474E-06	4.73952E-06	7.782E-07	2.00542E-06	2.06145E-06
P17649	YGR019W	9.26725E-07	7.15697E-07	4.2146E-07	9.59289E-07	1.34083E-06	1.20284E-06	7.90911E-07	8.75563E-07	9.64071E-07	5.1912E-07	9.66706E-07	6.77928E-07
P25567	YCL037C	1.0564E-06	8.15843E-07	8.5035E-07	1.27376E-06	1.52845E-06	1.59716E-06	7.61654E-07	1.16259E-06	1.09897E-06	8.84833E-07	1.10198E-06	9.14763E-07
P41921	YPL091W	5.95312E-07	1.31559E-06	6.05316E-07	6.44655E-07	1.46396E-06	6.52763E-07	6.41785E-07	1.27996E-06	1.40934E-06	6.17461E-07	2.17121E-06	1.03203E-06
P20459	YJR007W	1.54686E-06	1.44249E-06	2.01305E-06	1.63337E-06	1.14036E-06	1.69614E-06	1.85683E-06	9.97029E-07	1.35944E-06	1.56447E-06	2.26954E-06	1.61739E-06
P40303	YOL038W	2.06241E-06	2.74896E-06	2.68398E-06	1.13796E-06	3.13467E-06	1.42688E-06	2.47569E-06	1.98769E-06	3.46872E-06	1.395E-06	3.02596E-06	2.51188E-06
P05740	YKL180W	4.17247E-06	2.03316E-06	2.3498E-06	5.78287E-06	3.15452E-06	3.05977E-06	3.56098E-06	5.27815E-06	1.91611E-06	1.82618E-06	1.92135E-06	3.05229E-06
P46990	YJL177W	4.17247E-06	1.0624E-06	2.3498E-06	5.03097E-06	3.15452E-06	3.05977E-06	3.00831E-06	5.27815E-06	1.4311E-06	1.36393E-06	1.43501E-06	2.04131E-06
P40010	YER006W	5.28968E-07	1.01699E-06	9.68975E-07	9.53684E-07	9.95585E-07	5.80017E-07	1.43243E-06	1.58574E-06	9.58439E-07	6.62488E-07	6.97015E-07	9.17017E-07
P32835	YLR293C	2.61486E-06	1.53855E-06	1.43595E-06	1.84658E-06	1.50617E-06	1.80909E-06	1.88529E-06	1.68541E-06	1.85578E-06	1.38192E-06	1.86085E-06	1.54472E-06
P32836	YOR185C	2.59586E-06	1.52737E-06	1.42551E-06	1.83316E-06	1.49523E-06	1.79595E-06	1.5114E-06	1.67316E-06	1.8423E-06	1.37188E-06	1.84733E-06	1.53349E-06
P32468	YHR107C	9.69614E-07	9.04192E-07	1.09777E-06	1.4117E-06	1.47372E-06	2.03466E-06	9.99216E-07	7.73906E-07	1.02895E-06	1.35215E-06	8.54466E-07	1.01382E-06
P48589	YOR369C	5.17327E-06	6.89539E-06	5.85705E-06	3.65329E-06	3.8138E-06	4.58083E-06	5.33121E-06	3.33444E-06	5.48984E-06	6.1934E-06	6.51618E-06	4.56964E-06
Q04894	YMR318C	9.52961E-07	5.18584E-07	8.0247E-07	3.40233E-07	3.55181E-07	6.09772E-07	1.02735E-06	7.60614E-07	8.37502E-07	1.89157E-06	3.47562E-06	3.44742E-06
P00447	YHR008C	5.15108E-06	3.6764E-06	1.61024E-06	2.07071E-06	3.59903E-06	2.09675E-06	2.84243E-06	5.16978E-06	3.46474E-06	1.98336E-06	2.08672E-06	2.4759E-06
P53885	YNL173C	2.19937E-06	1.78431E-06	2.13773E-06	2.18623E-06	2.00781E-06	2.7413E-06	2.02953E-06	1.99542E-06	2.19713E-06	7.7735E-07	8.17862E-07	8.40715E-07
Q12464	YPL235W	4.84248E-07	1.19157E-06	1.42759E-06	8.10404E-07	1.1665E-06	6.79588E-07	1.35533E-06	3.86507E-07	4.25578E-07	7.76218E-07	1.29433E-06	1.07444E-06
