rxns	spontaneous
MAR00645	0
MAR00646	0
MAR00647	0
MAR00648	0
MAR00649	0
MAR00651	0
MAR00653	0
MAR00654	0
MAR00657	0
MAR00660	0
MAR04627	0
MAR04838	0
MAR04839	0
MAR07591	0
MAR07594	0
MAR07597	0
MAR07601	0
MAR07611	0
MAR07612	0
MAR07613	0
MAR07755	0
MAR08362	0
MAR08421	0
MAR08424	0
MAR08518	0
MAR08519	0
MAR08521	0
MAR08522	0
MAR08523	0
MAR08525	0
MAR09805	0
MAR00815	0
MAR00816	0
MAR00817	0
MAR00819	0
MAR00820	0
MAR00821	0
MAR00822	0
MAR00823	0
MAR00824	0
MAR00825	0
MAR00827	0
MAR00828	0
MAR00829	0
MAR00830	0
MAR00837	0
MAR00838	0
MAR00839	0
MAR00840	0
MAR00841	0
MAR00842	0
MAR00843	0
MAR00844	0
MAR00845	0
MAR00846	0
MAR00847	0
MAR00848	0
MAR00849	0
MAR00850	0
MAR00851	0
MAR00852	0
MAR00853	0
MAR00854	0
MAR00855	0
MAR00856	0
MAR00857	0
MAR00858	0
MAR00928	0
MAR00801	0
MAR00803	0
MAR00805	0
MAR00806	0
MAR00807	0
MAR00809	0
MAR00810	0
MAR00811	0
MAR00812	0
MAR00813	0
MAR00814	0
MAR00859	0
MAR00860	0
MAR00861	0
MAR00862	0
MAR00863	0
MAR00864	0
MAR00865	0
MAR00866	0
MAR00867	0
MAR00868	0
MAR00870	0
MAR00871	0
MAR00873	0
MAR00875	0
MAR00876	0
MAR00877	0
MAR00878	0
MAR00879	0
MAR00880	0
MAR00881	0
MAR00882	0
MAR00883	0
MAR00884	0
MAR00885	0
MAR00886	0
MAR00887	0
MAR00888	0
MAR00889	0
MAR00890	0
MAR00891	0
MAR00892	0
MAR00893	0
MAR00894	0
MAR00895	0
MAR00896	0
MAR00897	0
MAR00898	0
MAR00899	0
MAR00900	0
MAR00901	0
MAR00902	0
MAR00903	0
MAR00904	0
MAR00905	0
MAR00906	0
MAR00907	0
MAR00908	0
MAR00909	0
MAR00910	0
MAR00911	0
MAR00912	0
MAR00787	0
MAR00790	0
MAR00792	0
MAR00793	0
MAR00794	0
MAR00797	0
MAR00804	0
MAR00808	0
MAR00826	0
MAR00832	0
MAR00834	0
MAR00835	0
MAR00836	0
MAR00914	0
MAR00915	0
MAR00919	0
MAR00920	0
MAR00921	0
MAR00924	0
MAR00925	0
MAR00926	0
MAR07188	0
MAR08378	0
MAR08379	0
MAR07185	0
MAR08380	0
MAR07186	0
MAR08381	0
MAR07187	0
MAR08383	0
MAR08384	0
MAR08385	0
MAR08387	0
MAR08388	0
MAR08389	0
MAR08390	0
MAR08391	0
MAR08392	0
MAR08393	0
MAR08394	0
MAR08395	0
MAR08396	0
MAR08397	0
MAR08398	0
MAR08399	0
MAR08401	0
MAR08402	0
MAR08403	0
MAR08404	0
MAR08405	0
MAR08406	0
MAR08407	0
MAR01979	0
MAR01980	0
MAR01981	0
MAR01985	0
MAR01987	0
MAR01988	0
MAR01995	0
MAR01996	0
MAR01999	0
MAR02000	0
MAR02001	0
MAR01305	0
MAR01307	0
MAR01308	0
MAR01310	0
MAR01312	0
MAR01313	0
MAR01315	0
MAR01317	0
MAR01318	0
MAR01319	0
MAR01320	0
MAR01321	0
MAR01322	0
MAR01323	0
MAR01324	0
MAR01325	0
MAR01326	0
MAR01327	0
MAR01328	0
MAR01329	0
MAR01330	0
MAR01332	0
MAR01333	0
MAR01334	0
MAR01335	0
MAR01336	0
MAR01337	0
MAR01338	0
MAR01339	0
MAR01341	0
MAR01342	0
MAR01343	0
MAR01344	0
MAR01345	0
MAR01346	0
MAR01347	0
MAR01350	0
MAR01352	0
MAR01355	0
MAR01356	0
MAR01357	0
MAR01358	0
MAR01359	0
MAR01360	0
MAR01361	0
MAR01362	0
MAR01363	0
MAR01364	0
MAR01365	0
MAR01366	0
MAR01367	0
MAR01370	0
MAR01373	0
MAR01374	0
MAR01375	0
MAR01376	0
MAR01379	0
MAR01382	0
MAR01383	0
MAR01384	0
MAR01387	0
MAR01388	0
MAR01389	0
MAR01390	0
MAR01391	0
MAR01393	0
MAR01394	0
MAR01395	0
MAR01398	0
MAR01401	0
MAR01402	0
MAR00703	0
MAR00705	0
MAR00706	0
MAR00708	0
MAR07598	0
MAR07600	0
MAR07602	0
MAR07603	0
MAR07604	0
MAR07605	0
MAR07606	0
MAR07607	0
MAR07610	0
MAR07614	0
MAR07615	0
MAR00024	0
MAR00025	0
MAR00026	0
MAR00027	0
MAR00028	0
MAR00029	0
MAR00030	0
MAR07200	0
MAR07202	0
MAR07203	0
MAR07205	0
MAR07206	0
MAR07207	0
MAR07208	0
MAR07209	0
MAR07210	0
MAR07211	0
MAR07212	0
MAR07213	0
MAR07214	0
MAR07215	0
MAR07216	0
MAR07217	0
MAR07218	0
MAR07219	0
MAR07220	0
MAR07221	0
MAR07222	0
MAR07490	0
MAR07491	0
MAR07492	0
MAR07493	0
MAR07494	0
MAR07495	0
MAR07496	0
MAR07497	0
MAR07498	0
MAR07509	0
MAR07510	0
MAR07519	0
MAR07520	0
MAR07521	0
MAR07522	0
MAR07534	0
MAR07535	0
MAR07536	0
MAR07537	0
MAR07538	0
MAR07551	0
MAR07552	0
MAR07553	0
MAR07554	0
MAR07501	0
MAR07502	0
MAR07503	0
MAR07504	0
MAR07505	0
MAR07506	0
MAR07507	0
MAR07508	0
MAR07513	0
MAR07514	0
MAR07515	0
MAR07516	0
MAR07517	0
MAR07518	0
MAR07525	0
MAR07526	0
MAR07527	0
MAR07528	0
MAR07529	0
MAR07530	0
MAR07531	0
MAR07532	0
MAR07533	0
MAR07541	0
MAR07542	0
MAR07543	0
MAR07544	0
MAR07545	0
MAR07546	0
MAR07547	0
MAR07548	0
MAR07549	0
MAR07550	0
MAR07557	0
MAR07558	0
MAR07559	0
MAR07560	0
MAR07561	0
MAR07562	0
MAR07563	0
MAR07564	0
MAR07565	0
MAR07566	0
MAR07567	0
MAR07225	0
MAR07226	0
MAR07227	0
MAR07228	0
MAR07229	0
MAR07230	0
MAR07231	0
MAR07232	0
MAR07233	0
MAR07234	0
MAR07235	0
MAR07236	0
MAR07237	0
MAR07238	0
MAR07239	0
MAR07240	0
MAR07241	0
MAR07242	0
MAR07243	0
MAR07244	0
MAR07245	0
MAR07246	0
MAR07247	0
MAR07248	0
MAR07249	0
MAR07250	0
MAR07251	0
MAR07571	0
MAR07572	0
MAR07573	0
MAR07335	0
MAR07336	0
MAR07337	0
MAR07338	0
MAR07339	0
MAR07340	0
MAR07341	0
MAR07342	0
MAR07343	0
MAR07344	0
MAR07345	0
MAR07346	0
MAR07347	0
MAR07348	0
MAR07349	0
MAR07350	0
MAR07351	0
MAR07352	0
MAR07353	0
MAR07354	0
MAR07355	0
MAR07356	0
MAR07357	0
MAR07358	0
MAR07359	0
MAR07360	0
MAR07361	0
MAR07362	0
MAR07363	0
MAR07364	0
MAR07365	0
MAR07366	0
MAR07367	0
MAR07368	0
MAR07369	0
MAR07370	0
MAR07371	0
MAR07442	0
MAR07443	0
MAR07444	0
MAR07445	0
MAR07446	0
MAR07447	0
MAR07448	0
MAR07449	0
MAR07450	0
MAR07451	0
MAR07452	0
MAR07471	0
MAR07472	0
MAR07473	0
MAR07474	0
MAR07475	0
MAR07476	0
MAR07477	0
MAR07478	0
MAR07479	0
MAR07480	0
MAR07481	0
MAR07373	0
MAR07375	0
MAR07376	0
MAR07377	0
MAR07378	0
MAR07379	0
MAR07380	0
MAR07381	0
MAR07382	0
MAR07383	0
MAR07384	0
MAR07385	0
MAR07386	0
MAR07387	0
MAR07388	0
MAR07389	0
MAR07390	0
MAR07391	0
MAR07392	0
MAR07393	0
MAR07394	0
MAR07395	0
MAR07396	0
MAR07397	0
MAR07398	0
MAR07399	0
MAR07400	0
MAR07401	0
MAR07402	0
MAR07403	0
MAR07404	0
MAR07405	0
MAR07406	0
MAR07407	0
MAR07408	0
MAR07409	0
MAR07410	0
MAR07411	0
MAR07412	0
MAR07413	0
MAR07414	0
MAR07415	0
MAR07416	0
MAR07417	0
MAR07418	0
MAR07419	0
MAR07420	0
MAR07421	0
MAR07422	0
MAR07423	0
MAR07424	0
MAR07425	0
MAR07426	0
MAR07427	0
MAR07455	0
MAR07456	0
MAR07457	0
MAR07458	0
MAR07459	0
MAR07460	0
MAR07461	0
MAR07462	0
MAR07463	0
MAR07464	0
MAR07465	0
MAR07466	0
MAR07467	0
MAR07468	0
MAR07469	0
MAR07484	0
MAR07485	0
MAR07486	0
MAR07487	0
MAR07488	0
MAR07489	0
MAR08643	0
MAR08645	0
MAR08648	0
MAR01581	0
MAR01584	0
MAR01585	0
MAR01589	0
MAR01590	0
MAR01592	0
MAR01593	0
MAR01595	0
MAR01598	0
MAR01599	0
MAR01604	0
MAR01605	0
MAR01608	0
MAR01609	0
MAR01610	0
MAR01611	0
MAR01613	0
MAR01614	0
MAR01619	0
MAR01620	0
MAR01622	0
MAR01623	0
MAR01624	0
MAR01625	0
MAR01627	0
MAR01629	0
MAR01630	0
MAR01631	0
MAR01632	0
MAR01635	0
MAR01637	0
MAR01638	0
MAR01639	0
MAR01642	0
MAR01646	0
MAR01652	0
MAR01653	0
MAR01656	0
MAR01659	0
MAR01660	0
MAR01662	0
MAR01663	0
MAR01665	0
MAR01666	0
MAR01667	0
MAR01668	0
MAR01670	0
MAR01673	0
MAR01676	0
MAR01678	0
MAR01679	0
MAR01681	0
MAR01682	0
MAR01684	0
MAR01685	0
MAR01687	0
MAR01689	0
MAR01691	0
MAR01692	0
MAR01693	0
MAR01694	0
MAR01695	0
MAR01696	0
MAR01697	0
MAR01699	0
MAR01700	0
MAR01701	0
MAR01702	0
MAR01703	0
MAR01704	0
MAR01706	0
MAR01708	0
MAR01710	0
MAR01716	0
MAR01717	0
MAR01718	0
MAR01720	0
MAR01722	0
MAR01723	0
MAR01725	0
MAR01726	0
MAR01727	0
MAR01729	0
MAR01730	0
MAR01735	0
MAR01737	0
MAR01738	0
MAR01739	0
MAR01740	0
MAR01741	0
MAR01742	0
MAR01743	0
MAR01744	0
MAR01745	0
MAR01746	0
MAR01747	0
MAR01748	0
MAR01749	0
MAR01750	0
MAR01751	0
MAR01752	0
MAR01753	0
MAR01754	0
MAR01756	0
MAR01758	0
MAR01759	0
MAR01760	0
MAR01761	0
MAR01762	0
MAR01764	0
MAR01765	0
MAR01766	0
MAR01767	0
MAR01768	0
MAR01769	0
MAR01770	0
MAR01771	0
MAR01772	0
MAR01774	0
MAR01776	0
MAR01777	0
MAR01778	0
MAR01781	0
MAR01783	0
MAR01784	0
MAR01785	0
MAR01786	0
MAR01787	0
MAR01790	0
MAR01792	0
MAR01794	0
MAR01796	0
MAR01797	0
MAR01798	0
MAR01800	0
MAR01802	0
MAR01803	0
MAR01804	0
MAR01805	0
MAR01806	0
MAR01807	0
MAR01810	0
MAR01811	0
MAR01813	0
MAR01815	0
MAR01817	0
MAR01819	0
MAR01830	0
MAR01831	0
MAR01832	0
MAR01833	0
MAR01834	0
MAR01835	0
MAR01836	0
MAR01837	0
MAR01838	0
MAR01839	0
MAR01840	0
MAR01841	0
MAR01842	0
MAR01843	0
MAR01844	0
MAR01845	0
MAR01846	0
MAR03799	0
MAR03908	0
MAR03910	0
MAR03911	0
MAR04679	0
MAR08063	0
MAR08064	0
MAR08065	0
MAR08759	0
MAR01847	0
MAR01848	0
MAR01850	0
MAR01852	0
MAR01853	0
MAR01854	0
MAR01855	0
MAR01857	0
MAR01859	0
MAR01861	0
MAR01862	0
MAR01863	0
MAR01864	0
MAR01865	0
MAR01866	0
MAR01867	0
MAR01868	0
MAR01870	0
MAR01872	0
MAR01874	0
MAR01875	0
MAR01876	0
MAR01877	0
MAR01878	0
MAR01879	0
MAR01880	0
MAR01881	0
MAR01882	0
MAR01883	0
MAR01884	0
MAR01885	0
MAR01886	0
MAR01887	0
MAR01888	0
MAR01889	0
MAR01890	0
MAR01891	0
MAR01892	0
MAR01893	0
MAR01894	0
MAR01895	0
MAR01896	0
MAR01897	0
MAR01403	0
MAR01404	0
MAR01405	0
MAR01406	0
MAR01407	0
MAR01408	0
MAR01409	0
MAR01410	0
MAR01411	0
MAR01412	0
MAR01413	0
MAR01414	0
MAR01415	0
MAR01416	0
MAR01417	0
MAR01418	0
MAR01419	0
MAR01420	0
MAR01421	0
MAR01422	0
MAR01423	0
MAR01424	0
MAR01425	0
MAR01426	0
MAR01427	0
MAR01428	0
MAR01429	0
MAR01430	0
MAR01431	0
MAR01432	0
MAR01433	0
MAR08262	0
MAR08263	0
MAR08264	0
MAR08267	0
MAR08268	0
MAR08271	0
MAR08275	0
MAR08276	0
MAR08277	0
MAR08278	0
MAR08279	0
MAR08280	0
MAR08281	0
MAR08284	0
MAR08285	0
MAR08286	0
MAR08287	0
MAR08288	0
MAR08291	0
MAR08292	0
MAR08293	0
MAR08294	0
MAR08295	0
MAR08298	0
MAR08302	0
MAR08305	0
MAR08306	0
MAR08307	0
MAR08308	0
MAR08309	0
MAR08316	0
MAR08317	0
MAR08318	0
MAR08319	0
MAR08322	0
MAR08325	0
MAR08326	0
MAR08327	0
MAR08330	0
MAR08331	0
MAR08332	0
MAR08333	0
MAR08334	0
MAR08337	0
MAR00712	0
MAR03992	0
MAR04228	0
MAR04251	0
MAR04252	0
MAR04253	0
MAR04254	0
MAR04255	0
MAR04257	0
MAR04259	0
MAR04260	0
MAR04261	0
MAR04262	0
MAR04263	0
MAR04264	0
MAR04265	0
MAR04267	0
MAR04268	0
MAR04269	0
MAR04270	0
MAR04271	0
MAR04276	0
MAR04278	0
MAR04662	0
MAR07142	0
MAR07143	0
MAR07623	0
MAR07625	0
MAR07627	0
MAR07676	0
MAR07677	0
MAR07678	0
MAR08788	0
MAR08790	0
MAR08791	0
MAR03871	0
MAR04058	0
MAR04498	0
MAR04499	0
MAR04500	0
MAR04714	0
MAR04715	0
MAR04716	0
MAR04717	0
MAR04718	0
MAR04723	0
MAR04725	0
MAR04727	0
MAR04730	0
MAR04731	0
MAR04732	0
MAR04733	0
MAR04734	0
MAR07731	0
MAR08792	0
MAR00663	0
MAR04308	0
MAR06539	0
MAR06540	0
MAR06542	0
MAR06543	0
MAR06544	0
MAR06545	0
MAR06546	0
MAR06547	0
MAR06548	0
MAR06549	0
MAR06550	0
MAR06551	0
MAR06552	0
MAR06553	0
MAR06554	0
MAR06555	0
MAR06556	0
MAR06557	0
MAR06558	0
MAR06559	0
MAR06560	0
MAR06561	0
MAR06562	0
MAR06563	0
MAR06564	0
MAR06565	0
MAR06566	0
MAR06567	0
MAR06568	0
MAR06569	0
MAR06570	0
MAR06571	0
MAR06572	0
MAR06573	0
MAR06574	0
MAR06575	0
MAR06576	0
MAR06579	0
MAR06580	0
MAR06581	0
MAR06583	0
MAR06584	0
MAR06585	0
MAR06587	0
MAR06588	0
MAR06589	0
MAR06591	0
MAR06592	0
MAR06595	0
MAR07652	0
MAR07654	0
MAR07655	0
MAR07656	0
MAR08799	0
MAR08800	0
MAR08801	0
MAR08802	0
MAR08803	0
MAR08804	0
MAR08805	0
MAR08806	0
MAR08807	0
MAR08808	0
MAR08809	0
MAR08810	0
MAR08811	0
MAR08812	0
MAR08813	0
MAR08814	0
MAR08815	0
MAR08816	0
MAR08817	0
MAR08818	0
MAR08819	0
MAR08820	0
MAR08821	0
MAR08822	0
MAR08823	0
MAR08824	0
MAR08825	0
MAR08826	0
MAR08827	0
MAR08829	0
MAR08830	0
MAR08831	0
MAR08833	0
MAR08835	0
MAR08836	0
MAR03925	0
MAR03929	0
MAR03972	0
MAR04332	0
MAR04333	0
MAR04335	0
MAR04336	0
MAR04338	0
MAR04340	0
MAR04440	0
MAR04442	0
MAR04444	0
MAR04446	0
MAR04448	0
MAR04503	0
MAR04505	0
MAR04654	0
MAR04655	0
MAR04656	0
MAR04665	0
MAR09726	0
MAR04666	0
MAR07145	0
MAR07146	0
MAR07147	0
MAR07908	0
MAR07909	0
MAR07910	0
MAR07911	0
MAR07912	0
MAR07913	0
MAR07916	0
MAR07919	0
MAR07920	0
MAR07921	0
MAR07922	0
MAR07925	0
MAR08105	0
MAR08106	0
MAR08107	0
MAR08108	0
MAR08109	0
MAR08110	0
MAR08112	0
MAR08113	0
MAR08114	0
MAR08115	0
MAR08116	0
MAR08117	0
MAR08129	0
MAR08130	0
MAR08132	0
MAR08133	0
MAR08135	0
MAR08136	0
MAR08137	0
MAR08138	0
MAR08139	0
MAR08140	0
MAR08141	0
MAR08142	0
MAR08143	0
MAR08144	0
MAR08758	0
MAR07661	0
MAR07662	0
MAR07663	0
MAR07668	0
MAR07669	0
MAR07670	0
MAR07671	0
MAR07672	0
MAR07673	0
MAR04160	0
MAR04162	0
MAR04163	0
MAR04165	0
MAR04166	0
MAR04167	0
MAR04169	0
MAR04170	0
MAR04523	0
MAR04539	0
MAR04540	0
MAR04541	0
MAR04542	0
MAR04543	0
MAR04544	0
MAR04816	0
MAR04817	0
MAR04818	0
MAR04833	0
MAR04834	0
MAR04835	0
MAR04836	0
MAR08538	0
MAR08738	0
MAR08739	0
MAR08740	0
MAR06393	0
MAR06394	0
MAR06396	0
MAR06405	0
MAR08345	0
MAR08346	0
MAR08348	0
MAR08349	0
MAR08619	0
MAR08620	0
MAR08621	0
MAR08622	0
MAR08623	0
MAR08624	0
MAR08625	0
MAR03991	0
MAR04657	0
MAR04744	0
MAR04746	0
MAR04748	0
MAR04750	0
MAR04752	0
MAR04755	0
MAR04757	0
MAR04762	0
MAR04763	0
MAR04764	0
MAR04768	0
MAR04769	0
MAR04770	0
MAR04771	1
MAR04772	0
MAR04773	0
MAR06395	0
MAR08634	0
MAR09717	0
MAR06630	0
MAR06631	0
MAR06632	0
MAR06633	0
MAR06634	0
MAR06635	0
MAR06636	0
MAR06637	0
MAR06638	0
MAR06639	0
MAR06640	0
MAR06641	0
MAR06642	0
MAR06643	0
MAR06644	0
MAR06645	0
MAR06646	0
MAR06647	0
MAR06648	0
MAR06649	0
MAR06650	0
MAR06651	0
MAR06652	0
MAR06653	0
MAR06654	0
MAR06655	0
MAR06656	0
MAR06657	0
MAR06658	0
MAR06659	0
MAR06660	0
MAR06661	0
MAR06662	0
MAR06663	0
MAR06664	0
MAR06665	0
MAR06666	0
MAR06667	0
MAR06668	0
MAR06669	0
MAR06670	0
MAR06671	0
MAR06672	0
MAR06673	0
MAR06674	0
MAR06675	0
MAR06676	0
MAR06677	0
MAR06678	0
MAR06679	0
MAR06680	0
MAR06681	0
MAR06682	0
MAR06683	0
MAR06684	0
MAR06685	0
MAR06686	0
MAR06687	0
MAR06690	0
MAR06691	0
MAR06692	0
MAR06693	0
MAR06694	0
MAR06695	0
MAR06697	0
MAR06699	0
MAR06700	0
MAR06701	0
MAR06702	0
MAR06703	0
MAR06704	0
MAR06705	0
MAR08697	0
MAR08698	0
MAR08699	0
MAR08700	0
MAR08702	0
MAR08703	0
MAR08704	0
MAR08706	0
MAR08709	0
MAR08710	0
MAR08711	0
MAR08712	0
MAR08713	0
MAR08717	0
MAR06506	0
MAR06507	0
MAR06508	0
MAR06509	0
MAR06510	0
MAR06511	0
MAR04537	0
MAR04545	0
MAR04546	0
MAR04547	0
MAR04548	0
MAR04549	0
MAR04550	0
MAR04551	0
MAR04552	0
MAR04553	0
MAR04554	0
MAR04555	0
MAR04556	0
MAR04557	0
MAR04558	0
MAR04559	0
MAR04560	0
MAR04561	0
MAR04563	0
MAR04564	0
MAR04204	0
MAR04206	0
MAR04207	0
MAR04208	0
MAR08744	0
MAR08746	0
MAR08748	0
MAR08613	0
MAR08615	0
MAR08616	0
MAR04064	0
MAR04065	0
MAR04066	0
MAR04067	0
MAR04068	0
MAR04069	0
MAR04070	0
MAR04071	0
MAR08102	0
MAR08724	0
MAR08725	0
MAR02114	0
MAR02115	0
MAR02117	0
MAR02118	0
MAR02129	0
MAR02130	0
MAR02131	0
MAR02132	0
MAR02133	0
MAR02134	0
MAR02135	0
MAR02136	0
MAR02137	0
MAR02138	0
MAR02139	0
MAR02140	0
MAR02142	0
MAR02143	0
MAR02144	0
MAR02145	0
MAR07996	0
MAR07999	0
MAR08003	0
MAR08004	0
MAR08005	0
MAR08006	0
MAR08008	0
MAR08011	0
MAR08012	0
MAR08013	0
MAR08014	0
MAR06423	0
MAR06426	0
MAR06427	0
MAR06428	0
MAR06429	0
MAR06432	0
MAR06433	0
MAR06434	0
MAR06435	0
MAR06436	0
MAR06441	0
MAR06442	0
MAR06443	0
MAR06444	0
MAR06447	0
MAR06448	0
MAR06450	0
MAR06451	0
MAR06453	0
MAR06456	0
MAR06457	0
MAR06458	0
MAR06459	0
MAR06460	0
MAR06461	0
MAR06464	0
MAR06465	0
MAR06466	0
MAR06467	0
MAR06470	0
MAR06471	0
MAR06472	0
MAR06473	0
MAR06476	0
MAR06500	0
MAR06477	0
MAR06478	0
MAR06479	0
MAR06482	0
MAR06484	0
MAR06486	0
MAR06488	0
MAR06490	0
MAR06492	0
MAR06495	0
MAR06496	0
MAR06501	0
MAR06992	0
MAR06993	0
MAR06994	0
MAR06995	0
MAR06996	0
MAR06997	1
MAR06998	0
MAR06999	0
MAR07000	0
MAR07001	0
MAR07002	0
MAR07003	0
MAR07004	0
MAR07005	0
MAR07006	0
MAR07007	0
MAR07008	1
MAR07009	0
MAR07010	0
MAR07011	1
MAR07012	0
MAR07013	0
MAR07014	0
MAR07015	1
MAR07016	1
MAR07017	0
MAR07018	0
MAR07019	0
MAR07020	0
MAR07021	0
MAR07022	0
MAR07023	0
MAR07024	0
MAR07025	0
MAR07026	0
MAR07027	0
MAR07028	0
MAR07029	0
MAR07030	0
MAR07031	0
MAR07032	0
MAR07033	0
MAR07034	0
MAR07035	0
MAR07036	0
MAR07037	0
MAR07038	0
MAR07039	0
MAR07040	0
MAR07041	0
MAR07042	0
MAR07043	0
MAR07044	0
MAR07045	0
MAR07046	0
MAR07047	0
MAR07048	0
MAR07049	0
MAR07050	0
MAR07051	0
MAR07052	0
MAR07053	0
MAR07054	0
MAR07055	0
MAR07056	0
MAR07057	0
MAR07058	0
MAR07059	0
MAR07060	0
MAR07061	0
MAR07062	0
MAR07063	0
MAR07064	0
MAR07065	0
MAR07066	0
MAR07067	0
MAR07068	0
MAR07069	0
MAR07070	0
MAR07071	0
MAR07072	0
MAR07073	0
MAR07074	0
MAR07075	0
MAR07076	0
MAR07077	0
MAR07078	0
MAR07079	0
MAR07080	0
MAR07081	0
MAR07082	0
MAR07083	0
MAR07084	0
MAR07085	0
MAR07086	0
MAR07087	0
MAR07088	0
MAR07089	0
MAR07090	0
MAR07091	0
MAR07092	0
MAR07093	0
MAR07094	0
MAR07095	0
MAR07096	0
MAR07097	0
MAR07098	0
MAR07099	0
MAR07100	0
MAR07103	0
MAR07104	0
MAR07106	0
MAR07688	0
MAR08032	0
MAR08034	0
MAR08036	0
MAR08037	0
MAR08038	0
MAR08040	0
MAR08043	0
MAR08046	0
MAR08049	0
MAR08052	0
MAR08055	0
MAR08059	0
MAR08596	0
MAR08598	0
MAR08601	0
MAR06535	0
MAR06536	0
MAR09569	0
MAR03955	0
MAR03984	0
MAR04201	0
MAR04202	0
MAR05127	1
MAR05128	0
MAR05363	0
MAR05406	0
MAR05409	0
MAR07794	0
MAR08617	0
MAR08749	1
MAR08750	1
MAR08751	0
MAR08752	0
MAR07741	0
MAR09464	0
MAR09465	0
MAR09466	0
MAR09467	0
MAR09468	0
MAR09469	0
MAR09470	0
MAR09471	0
MAR09472	0
MAR09473	0
MAR09474	0
MAR09475	0
MAR09476	0
MAR09477	0
MAR09478	0
MAR09479	0
MAR09480	0
MAR09481	0
MAR09482	0
MAR09483	0
MAR09484	0
MAR09485	0
MAR09487	0
MAR09488	0
MAR09489	0
MAR09490	0
MAR09491	0
MAR09492	0
MAR09493	0
MAR09494	0
MAR09495	0
MAR09496	0
MAR09497	0
MAR09498	0
MAR09499	0
MAR09500	0
MAR09501	0
MAR09502	0
MAR09503	0
MAR09504	0
MAR09505	0
MAR09506	0
MAR09507	0
MAR09508	0
MAR09509	0
MAR09510	0
MAR09511	0
MAR09512	0
MAR09513	0
MAR09514	0
MAR09515	0
MAR09516	0
MAR09517	0
MAR09518	0
MAR09519	0
MAR09520	0
MAR09521	0
MAR09522	0
MAR09523	0
MAR09524	0
MAR09525	0
MAR09527	0
MAR09528	0
MAR09529	0
MAR09530	0
MAR09531	0
MAR09532	0
MAR09534	0
MAR09535	0
MAR09536	0
MAR09537	0
MAR09538	0
MAR09539	0
MAR09540	0
MAR09541	0
MAR09542	0
MAR09543	0
MAR09544	0
MAR09545	0
MAR09546	0
MAR09547	0
MAR09548	0
MAR09549	0
MAR09550	0
MAR09551	0
MAR09552	0
MAR09553	0
MAR09801	0
MAR09807	0
MAR09554	0
MAR09555	0
MAR09556	0
MAR09557	0
MAR09558	0
MAR09559	0
MAR09560	0
MAR09561	0
MAR09562	0
MAR09563	0
MAR09564	0
MAR09565	0
MAR09566	0
MAR09567	0
MAR09568	0
MAR09570	0
MAR09571	0
MAR09572	0
MAR09573	0
MAR09574	0
MAR09575	0
MAR09580	0
MAR09581	0
MAR09582	0
MAR09583	0
MAR09584	0
MAR09585	0
MAR09586	0
MAR09587	0
MAR09588	0
MAR09798	0
MAR09806	0
MAR00010	0
MAR00011	0
MAR00012	0
MAR00013	0
MAR00014	0
MAR00477	0
MAR00545	0
MAR00546	0
MAR00547	0
MAR00548	0
MAR00549	0
MAR00550	0
MAR00551	0
MAR00552	0
MAR00553	0
MAR00555	0
MAR00556	0
MAR00557	0
MAR00558	0
MAR00559	0
MAR00560	0
MAR00561	0
MAR00685	0
MAR00686	0
MAR00687	0
MAR00688	0
MAR00689	0
MAR00690	0
MAR00691	0
MAR00692	0
MAR01185	0
MAR01227	0
MAR05233	0
MAR05234	0
MAR05238	0
MAR05239	0
MAR05243	0
MAR05244	0
MAR05247	0
MAR05257	0
MAR09022	0
MAR00004	0
MAR00006	0
MAR00007	0
MAR00008	0
MAR00009	0
MAR00015	0
MAR00016	0
MAR00017	0
MAR00018	0
MAR00019	0
MAR00155	0
MAR00164	0
MAR00167	0
MAR00170	0
MAR00173	0
MAR00176	0
MAR00179	0
MAR00183	0
MAR00187	0
MAR00190	0
MAR00191	0
MAR00194	0
MAR00195	0
MAR00198	0
MAR00199	0
MAR00202	0
MAR00203	0
MAR00207	0
MAR00208	0
MAR00211	0
MAR00212	0
MAR00215	0
MAR00216	0
MAR00224	0
MAR00225	0
MAR00231	0
MAR00232	0
MAR00235	0
MAR00236	0
MAR00239	0
MAR00240	0
MAR00243	0
MAR00244	0
MAR00247	0
MAR00248	0
MAR00253	0
MAR00254	0
MAR00257	0
MAR00258	0
MAR00261	0
MAR00262	0
MAR00265	0
MAR00266	0
MAR00269	0
MAR00270	0
MAR00273	0
MAR00274	0
MAR00277	0
MAR00278	0
MAR00281	0
MAR00282	0
MAR00287	0
MAR00288	0
MAR00291	0
MAR00292	0
MAR00295	0
MAR00296	0
MAR00299	0
MAR00300	0
MAR00303	0
MAR00304	0
MAR00307	0
MAR00308	0
MAR00311	0
MAR00312	0
MAR00317	0
MAR00318	0
MAR00321	0
MAR00322	0
MAR00325	0
MAR00326	0
MAR00329	0
MAR00330	0
MAR00335	0
MAR00336	0
MAR00339	0
MAR00340	0
MAR00343	0
MAR00344	0
MAR00347	0
MAR00348	0
MAR00351	0
MAR00352	0
MAR00355	0
MAR00356	0
MAR00359	0
MAR00360	0
MAR00363	0
MAR00364	0
MAR00367	0
MAR00368	0
MAR00371	0
MAR00372	0
MAR00375	0
MAR00376	0
MAR00379	0
MAR00380	0
MAR00383	0
MAR00384	0
MAR00387	0
MAR00388	0
MAR00391	0
MAR00392	0
MAR00395	0
MAR00396	0
